path,bytes,sha256
paper/tables/table_ir_validation.tex,1169,bd46933461efdd2be2cbbaa004ac72674e3b88e468f09299f77b6f9489a8e9ac
paper/tables/table_main_results.tex,1486,c6db14ca968b9b1b6f61abbb80ac88911e48d6d9e53e56986205c49933d25e85
paper/tables/table_overlap.tex,824,7c6e603a7951238e71af169aca6dda27288b69099eca246b7a2d067ce7846f1a
paper/tables/table_pilot_vs_full.tex,1210,7ecfce09b981f3d41394f9424c3146a59f13ae28a39bb0d0b45c2c1be24f5ae2
paper/tables/table_rank_matrix.tex,1551,a79a43730233b0f34c54c2e1a2d3599aeb6d8fbd5aa268dc5e51260a473ffa3b
requirements.txt,909,e5fa356e7c0461618a44daaf9134fb2b2f784356d31a0bb40e809c334f94297e
run_stage1.py,3032,5162c4ef9aba0667d6d97d3836bf700aa580b6169d76bf75de4b8a644e59f1a2
run_stage1_50q.py,1566,5e443e57f3511114cc7a37eddb945ceed0498fcad9449a100f730a922c9b8790
snapshot/commit_hash.txt,90,94db69aede5b671248ea907986ab01f204a97e3d35ce89ac22b0c1ab83f0032c
snapshot/environment.txt,933,488df46254b89ea424841b924dbd9177f91129151c83b0575608425db04c672d
snapshot/file_inventory.txt,10038,a9388986e3114b129bf9f6a509fd7ce2b10567a2e0cce5d209aaaabfa2cd9037
snapshot/git_diff.txt,5599,8afca07219ed08955f1603649247713c657a3bd0ae54490e51c3b9f9d9e835ae
snapshot/git_log.txt,294,b6718ee6943153356ed7392c4b35419f86d61da568b2c2ccb1f214762e5d082a
snapshot/git_status.txt,986,45f3260ba652f7dbb5e0650a02c8394c90f5a392281617f5e7b8db37480063fd
snapshot/python_packages.txt,909,e5fa356e7c0461618a44daaf9134fb2b2f784356d31a0bb40e809c334f94297e
snapshot/result_checksums.sha256,7357,8e6f65ca7a51ac7852e9434a904bc71264f45024ab2ac0c1ddcc78013554c424
snapshot/snapshot_meta.json,190,c45d9eaaa829f63d7834a215676f62741d7945b7f406ae59e1a0d769dedf33b2
src/analysis.py,17508,7ec537d134da8ade82b4b494639e7791569ecc04733d26f27c1ac1dd02c53b60
src/analysis_50q.py,28926,01fafb293670284a13033456a1f5fdcfd2e3e89109721d21da24fec7cdb821fe
src/bm25_index.py,5057,bab4aabe7d96b0d6cee6317d93e2fcb59efd9bff1d0bf9804c33bd5e25a5556c
src/build_artifacts.py,5474,560eda19b43961de5123fbc3369d8dc1895215adfa5de5176adb82d3fdb4818c
src/common.py,6228,8018558951d133ede731efb9d919e8a0398eeb909b7e9c40747f2b9e63f40b74
src/data_audit.py,5986,016813e8e91d9f0594c785eb94d833bc594f60b45bfd224525e288d5c23c655c
src/figures.py,7992,d94de84b1ffa5ab8d9dbc138a09ddabfaefca3320bb1cebe9542672b8c35cf66
src/figures_50q.py,10171,0d3f0f02c78b3f0fc3065df83f23e90fe40e33f00b5527e7b2d9c146ccd0ff12
src/make_freeze_snapshot.py,21262,c016c0cdfcb7052ea3a32cfc32b8b50b6ff187709127c006df54a445e08778a3
src/make_report.py,39385,89e548456205b441f9d9b347b2788aeaf119085df07bf28634c3670ceff897d7
src/make_report_50q.py,58723,683e1707eb63c549e51cb4908324d50a8d57a50400b6291c8ee747af995c4a3f
src/retrieval.py,11044,34d81492e470c8f3375bdf1725d8984d190571e8c07aba55f187403d19b7c6e6
src/run_metadata.py,3819,3a70feb0fd7323e3403210b3863da319b3a30c8e1b4eda448987bbf042b3a2c5
src/run_retrieval.py,4046,0c431be306d6828b85388c1cab63071fa32e937770f97d028ed2c102faae275a
src/run_secondary.py,1302,e46a8b13c1d330a4d8192ae079b30696f49c327c1595ecb83885f4eed5146fa6
src/sanity_q45.py,2356,239a3f912f87b4b63750a65e4b41ea79810aa094214d7cf7ab2fab9d9df90ecc
src/select_queries.py,5835,15acc02d3be17a6adc5a8b3e980393eb0d6cda5487bf5976d5f5754cae260c79
src/validate.py,13463,653dd028f23803a07c713a318f74ad21b46d45f90f76597424b2dad10f28b388
src/validate_50q.py,12814,40a3bb00ad843451eee26cf17d08f0f8f0991fe00dd886d0f26ef5fe15813b11
