method_a,method_b,query_id,k,label_rule,observed_delta,lower_bound,upper_bound,unjudged_a,unjudged_b,unjudged_shared,unjudged_a_only,unjudged_b_only
direct,bm25,23,100,strict_eq2,0.26,-0.01,0.32,11,32,5,6,27
direct,bm25,24,100,strict_eq2,0.22,0.08,0.25,5,16,2,3,14
direct,bm25,25,100,strict_eq2,0.19,-0.05,0.43,34,34,10,24,24
direct,bm25,26,100,strict_eq2,0.14,0.02,0.23,35,38,26,9,12
direct,bm25,27,100,strict_eq2,0.12,0.05,0.22,13,10,3,10,7
direct,bm25,28,100,strict_eq2,0.09,0.02,0.12,12,16,9,3,7
direct,bm25,29,100,strict_eq2,0.01,-0.02,0.05,5,4,1,4,3
direct,bm25,30,100,strict_eq2,0.05,0.02,0.16,14,6,3,11,3
direct,bm25,31,100,strict_eq2,0.08,0.07,0.15,8,2,1,7,1
direct,bm25,32,100,strict_eq2,-0.03,-0.24,0.54,58,22,1,57,21
direct,bm25,33,100,strict_eq2,0.11,-0.03,0.13,4,16,2,2,14
direct,bm25,34,100,strict_eq2,0.06,-0.36,0.3,33,51,9,24,42
direct,bm25,35,100,strict_eq2,-0.01,-0.13,0.09,14,16,4,10,12
direct,bm25,36,100,strict_eq2,0.02,0.01,0.05,4,2,1,3,1
direct,bm25,37,100,strict_eq2,-0.02,-0.02,-0.02,1,1,1,0,0
direct,bm25,38,100,strict_eq2,0.24,0.11,0.27,5,15,2,3,13
direct,bm25,39,100,strict_eq2,0.1,0.1,0.11,1,0,0,1,0
direct,bm25,40,100,strict_eq2,0.01,0.01,0.01,1,1,1,0,0
direct,bm25,41,100,strict_eq2,0.08,0.07,0.1,4,3,2,2,1
direct,bm25,42,100,strict_eq2,0.26,0.21,0.26,0,5,0,0,5
direct,bm25,43,100,strict_eq2,0.14,0.13,0.17,3,1,0,3,1
direct,bm25,44,100,strict_eq2,0.27,0.15,0.27,0,12,0,0,12
direct,bm25,45,100,strict_eq2,0.01,-0.05,0.05,8,10,4,4,6
direct,bm25,46,100,strict_eq2,-0.01,-0.13,0.2,22,13,1,21,12
direct,bm25,47,100,strict_eq2,0.27,-0.1,0.42,18,40,3,15,37
direct,bm25,48,100,strict_eq2,0.39,-0.01,0.43,12,48,8,4,40
direct,bm25,49,100,strict_eq2,0.23,0.01,0.25,3,23,1,2,22
direct,bm25,50,100,strict_eq2,0.02,-0.15,0.08,13,24,7,6,17
direct,bm25,1,100,relaxed_ge1,0.25,-0.05,0.36,27,46,16,11,30
direct,bm25,2,100,relaxed_ge1,0.18,0.01,0.25,12,22,5,7,17
direct,bm25,3,100,relaxed_ge1,0.1,-0.02,0.18,18,22,10,8,12
direct,bm25,4,100,relaxed_ge1,0.13,0.02,0.21,28,31,20,8,11
direct,bm25,5,100,relaxed_ge1,0.02,-0.18,0.21,28,29,9,19,20
direct,bm25,6,100,relaxed_ge1,0.16,-0.16,0.35,20,33,1,19,32
direct,bm25,7,100,relaxed_ge1,0.2,0.1,0.24,6,12,2,4,10
direct,bm25,8,100,relaxed_ge1,0.19,-0.07,0.37,31,39,13,18,26
direct,bm25,9,100,relaxed_ge1,0.05,-0.01,0.13,14,12,6,8,6
direct,bm25,10,100,relaxed_ge1,0.06,-0.01,0.09,7,11,4,3,7
direct,bm25,11,100,relaxed_ge1,0.04,-0.01,0.15,21,15,10,11,5
direct,bm25,12,100,relaxed_ge1,0.01,-0.12,0.15,23,22,9,14,13
direct,bm25,13,100,relaxed_ge1,0.09,-0.04,0.17,18,23,10,8,13
direct,bm25,14,100,relaxed_ge1,0.05,0.01,0.13,8,4,0,8,4
direct,bm25,15,100,relaxed_ge1,0.05,-0.39,0.47,49,51,7,42,44
direct,bm25,16,100,relaxed_ge1,0.54,0.18,0.63,11,38,2,9,36
direct,bm25,17,100,relaxed_ge1,0.08,-0.08,0.21,19,22,6,13,16
direct,bm25,18,100,relaxed_ge1,0.08,-0.02,0.11,5,12,2,3,10
direct,bm25,19,100,relaxed_ge1,0.04,-0.08,0.06,7,17,5,2,12
direct,bm25,20,100,relaxed_ge1,0.18,0.13,0.23,10,10,5,5,5
direct,bm25,21,100,relaxed_ge1,0.14,-0.02,0.22,13,21,5,8,16
direct,bm25,22,100,relaxed_ge1,0.2,0.04,0.25,16,27,11,5,16
direct,bm25,23,100,relaxed_ge1,0.3,0.03,0.36,11,32,5,6,27
direct,bm25,24,100,relaxed_ge1,0.23,0.09,0.26,5,16,2,3,14
direct,bm25,25,100,relaxed_ge1,0.22,-0.02,0.46,34,34,10,24,24
direct,bm25,26,100,relaxed_ge1,0.14,0.02,0.23,35,38,26,9,12
direct,bm25,27,100,relaxed_ge1,-0.01,-0.08,0.09,13,10,3,10,7
direct,bm25,28,100,relaxed_ge1,0.07,0,0.1,12,16,9,3,7
direct,bm25,29,100,relaxed_ge1,0.03,0,0.07,5,4,1,4,3
direct,bm25,30,100,relaxed_ge1,-0.03,-0.06,0.08,14,6,3,11,3
direct,bm25,31,100,relaxed_ge1,0.14,0.13,0.21,8,2,1,7,1
direct,bm25,32,100,relaxed_ge1,-0.02,-0.23,0.55,58,22,1,57,21
direct,bm25,33,100,relaxed_ge1,0.15,0.01,0.17,4,16,2,2,14
direct,bm25,34,100,relaxed_ge1,0.09,-0.33,0.33,33,51,9,24,42
direct,bm25,35,100,relaxed_ge1,0,-0.12,0.1,14,16,4,10,12
direct,bm25,36,100,relaxed_ge1,0,-0.01,0.03,4,2,1,3,1
direct,bm25,37,100,relaxed_ge1,-0.02,-0.02,-0.02,1,1,1,0,0
direct,bm25,38,100,relaxed_ge1,0.31,0.18,0.34,5,15,2,3,13
direct,bm25,39,100,relaxed_ge1,0.02,0.02,0.03,1,0,0,1,0
direct,bm25,40,100,relaxed_ge1,0.01,0.01,0.01,1,1,1,0,0
direct,bm25,41,100,relaxed_ge1,0.1,0.09,0.12,4,3,2,2,1
direct,bm25,42,100,relaxed_ge1,0.25,0.2,0.25,0,5,0,0,5
direct,bm25,43,100,relaxed_ge1,0.12,0.11,0.15,3,1,0,3,1
direct,bm25,44,100,relaxed_ge1,0.27,0.15,0.27,0,12,0,0,12
direct,bm25,45,100,relaxed_ge1,0.07,0.01,0.11,8,10,4,4,6
direct,bm25,46,100,relaxed_ge1,0.09,-0.03,0.3,22,13,1,21,12
direct,bm25,47,100,relaxed_ge1,0.35,-0.02,0.5,18,40,3,15,37
direct,bm25,48,100,relaxed_ge1,0.41,0.01,0.45,12,48,8,4,40
direct,bm25,49,100,relaxed_ge1,0.38,0.16,0.4,3,23,1,2,22
direct,bm25,50,100,relaxed_ge1,0.07,-0.1,0.13,13,24,7,6,17
mpnet,direct,1,20,strict_eq2,-0.25,-0.4,0.65,18,3,0,18,3
mpnet,direct,2,20,strict_eq2,-0.65,-0.7,0.25,18,1,0,18,1
mpnet,direct,3,20,strict_eq2,-0.4,-0.45,0.35,15,1,0,15,1
mpnet,direct,4,20,strict_eq2,0,-0.1,0.45,10,3,1,9,2
mpnet,direct,5,20,strict_eq2,-0.2,-0.4,0.4,12,4,0,12,4
mpnet,direct,6,20,strict_eq2,-0.55,-0.55,-0.1,9,0,0,9,0
mpnet,direct,7,20,strict_eq2,-0.45,-0.45,0.05,10,0,0,10,0
mpnet,direct,8,20,strict_eq2,-0.1,-0.3,0.45,11,4,0,11,4
mpnet,direct,9,20,strict_eq2,-0.05,-0.05,0.3,7,0,0,7,0
mpnet,direct,10,20,strict_eq2,-0.45,-0.45,-0.1,7,0,0,7,0
mpnet,direct,11,20,strict_eq2,-0.65,-0.7,-0.05,12,1,0,12,1
mpnet,direct,12,20,strict_eq2,-0.1,-0.2,0.65,15,2,0,15,2
mpnet,direct,13,20,strict_eq2,-0.45,-0.55,0.35,16,2,0,16,2
mpnet,direct,14,20,strict_eq2,-0.15,-0.15,0.25,8,0,0,8,0
mpnet,direct,15,20,strict_eq2,-0.1,-0.4,0.8,18,6,0,18,6
mpnet,direct,16,20,strict_eq2,0.3,0.25,0.35,1,1,0,1,1
mpnet,direct,17,20,strict_eq2,-0.2,-0.2,0.2,10,2,2,8,0
mpnet,direct,18,20,strict_eq2,-0.15,-0.15,0.1,5,0,0,5,0
mpnet,direct,19,20,strict_eq2,-0.05,-0.05,0.1,3,0,0,3,0
mpnet,direct,20,20,strict_eq2,0,0,0,1,1,1,0,0
mpnet,direct,21,20,strict_eq2,-0.4,-0.45,0.25,14,2,1,13,1
mpnet,direct,22,20,strict_eq2,0,-0.15,0.3,6,3,0,6,3
mpnet,direct,23,20,strict_eq2,-0.2,-0.2,-0.05,3,0,0,3,0
mpnet,direct,24,20,strict_eq2,-0.55,-0.55,-0.2,7,0,0,7,0
mpnet,direct,25,20,strict_eq2,0,-0.05,0.4,10,3,2,8,1
mpnet,direct,26,20,strict_eq2,-0.45,-0.5,0.35,17,2,1,16,1
mpnet,direct,27,20,strict_eq2,-0.1,-0.1,0.1,4,0,0,4,0
mpnet,direct,28,20,strict_eq2,-0.35,-0.35,0,10,3,3,7,0
mpnet,direct,29,20,strict_eq2,-0.15,-0.15,0.15,7,1,1,6,0
mpnet,direct,30,20,strict_eq2,-0.3,-0.3,-0.05,5,0,0,5,0
mpnet,direct,31,20,strict_eq2,-0.15,-0.2,0.75,18,1,0,18,1
mpnet,direct,32,20,strict_eq2,-0.35,-0.35,0.3,17,4,4,13,0
mpnet,direct,33,20,strict_eq2,-0.2,-0.2,0.25,9,0,0,9,0
mpnet,direct,34,20,strict_eq2,-0.15,-0.25,0.5,13,2,0,13,2
mpnet,direct,35,20,strict_eq2,-0.55,-0.55,0.25,16,0,0,16,0
mpnet,direct,36,20,strict_eq2,-0.2,-0.2,-0.05,3,0,0,3,0
mpnet,direct,37,20,strict_eq2,-0.05,-0.05,-0.05,0,0,0,0,0
mpnet,direct,38,20,strict_eq2,-0.5,-0.55,-0.1,8,1,0,8,1
mpnet,direct,39,20,strict_eq2,-0.1,-0.1,-0.1,0,0,0,0,0
mpnet,direct,40,20,strict_eq2,-0.05,-0.05,-0.05,0,0,0,0,0
mpnet,direct,41,20,strict_eq2,0.05,0.05,0.1,1,0,0,1,0
mpnet,direct,42,20,strict_eq2,0.1,0.1,0.1,0,0,0,0,0
mpnet,direct,43,20,strict_eq2,0.2,0.2,0.2,0,0,0,0,0
mpnet,direct,44,20,strict_eq2,-0.1,-0.1,-0.05,1,0,0,1,0
mpnet,direct,45,20,strict_eq2,-0.25,-0.3,-0.2,1,1,0,1,1
mpnet,direct,46,20,strict_eq2,0,0,0,0,0,0,0,0
mpnet,direct,47,20,strict_eq2,-0.5,-0.5,0.05,11,0,0,11,0
mpnet,direct,48,20,strict_eq2,-0.2,-0.2,-0.1,2,0,0,2,0
mpnet,direct,49,20,strict_eq2,0.1,0.1,0.5,8,0,0,8,0
mpnet,direct,50,20,strict_eq2,-0.15,-0.15,0.15,6,0,0,6,0
mpnet,direct,1,20,relaxed_ge1,-0.6,-0.75,0.3,18,3,0,18,3
mpnet,direct,2,20,relaxed_ge1,-0.75,-0.8,0.15,18,1,0,18,1
mpnet,direct,3,20,relaxed_ge1,-0.6,-0.65,0.15,15,1,0,15,1
mpnet,direct,4,20,relaxed_ge1,-0.05,-0.15,0.4,10,3,1,9,2
mpnet,direct,5,20,relaxed_ge1,-0.45,-0.65,0.15,12,4,0,12,4
mpnet,direct,6,20,relaxed_ge1,-0.45,-0.45,0,9,0,0,9,0
mpnet,direct,7,20,relaxed_ge1,-0.5,-0.5,0,10,0,0,10,0
mpnet,direct,8,20,relaxed_ge1,-0.25,-0.45,0.3,11,4,0,11,4
mpnet,direct,9,20,relaxed_ge1,-0.15,-0.15,0.2,7,0,0,7,0
mpnet,direct,10,20,relaxed_ge1,-0.5,-0.5,-0.15,7,0,0,7,0
mpnet,direct,11,20,relaxed_ge1,-0.75,-0.8,-0.15,12,1,0,12,1
mpnet,direct,12,20,relaxed_ge1,-0.45,-0.55,0.3,15,2,0,15,2
mpnet,direct,13,20,relaxed_ge1,-0.6,-0.7,0.2,16,2,0,16,2
mpnet,direct,14,20,relaxed_ge1,-0.25,-0.25,0.15,8,0,0,8,0
mpnet,direct,15,20,relaxed_ge1,-0.2,-0.5,0.7,18,6,0,18,6
mpnet,direct,16,20,relaxed_ge1,0,-0.05,0.05,1,1,0,1,1
mpnet,direct,17,20,relaxed_ge1,-0.3,-0.3,0.1,10,2,2,8,0
mpnet,direct,18,20,relaxed_ge1,-0.25,-0.25,0,5,0,0,5,0
mpnet,direct,19,20,relaxed_ge1,-0.05,-0.05,0.1,3,0,0,3,0
mpnet,direct,20,20,relaxed_ge1,0,0,0,1,1,1,0,0
mpnet,direct,21,20,relaxed_ge1,-0.4,-0.45,0.25,14,2,1,13,1
mpnet,direct,22,20,relaxed_ge1,-0.15,-0.3,0.15,6,3,0,6,3
mpnet,direct,23,20,relaxed_ge1,-0.15,-0.15,0,3,0,0,3,0
mpnet,direct,24,20,relaxed_ge1,-0.4,-0.4,-0.05,7,0,0,7,0
mpnet,direct,25,20,relaxed_ge1,0,-0.05,0.4,10,3,2,8,1
mpnet,direct,26,20,relaxed_ge1,-0.5,-0.55,0.3,17,2,1,16,1
mpnet,direct,27,20,relaxed_ge1,-0.2,-0.2,0,4,0,0,4,0
mpnet,direct,28,20,relaxed_ge1,-0.35,-0.35,0,10,3,3,7,0
mpnet,direct,29,20,relaxed_ge1,-0.3,-0.3,0,7,1,1,6,0
mpnet,direct,30,20,relaxed_ge1,-0.25,-0.25,0,5,0,0,5,0
mpnet,direct,31,20,relaxed_ge1,-0.3,-0.35,0.6,18,1,0,18,1
mpnet,direct,32,20,relaxed_ge1,-0.45,-0.45,0.2,17,4,4,13,0
mpnet,direct,33,20,relaxed_ge1,-0.5,-0.5,-0.05,9,0,0,9,0
mpnet,direct,34,20,relaxed_ge1,-0.25,-0.35,0.4,13,2,0,13,2
mpnet,direct,35,20,relaxed_ge1,-0.5,-0.5,0.3,16,0,0,16,0
mpnet,direct,36,20,relaxed_ge1,-0.15,-0.15,0,3,0,0,3,0
mpnet,direct,37,20,relaxed_ge1,-0.3,-0.3,-0.3,0,0,0,0,0
mpnet,direct,38,20,relaxed_ge1,-0.4,-0.45,0,8,1,0,8,1
mpnet,direct,39,20,relaxed_ge1,0,0,0,0,0,0,0,0
mpnet,direct,40,20,relaxed_ge1,0,0,0,0,0,0,0,0
mpnet,direct,41,20,relaxed_ge1,0.05,0.05,0.1,1,0,0,1,0
mpnet,direct,42,20,relaxed_ge1,0,0,0,0,0,0,0,0
mpnet,direct,43,20,relaxed_ge1,0.2,0.2,0.2,0,0,0,0,0
mpnet,direct,44,20,relaxed_ge1,-0.05,-0.05,0,1,0,0,1,0
mpnet,direct,45,20,relaxed_ge1,0,-0.05,0.05,1,1,0,1,1
mpnet,direct,46,20,relaxed_ge1,0.05,0.05,0.05,0,0,0,0,0
mpnet,direct,47,20,relaxed_ge1,-0.5,-0.5,0.05,11,0,0,11,0
mpnet,direct,48,20,relaxed_ge1,-0.1,-0.1,0,2,0,0,2,0
mpnet,direct,49,20,relaxed_ge1,-0.2,-0.2,0.2,8,0,0,8,0
mpnet,direct,50,20,relaxed_ge1,-0.3,-0.3,0,6,0,0,6,0
mpnet,direct,1,100,strict_eq2,-0.17,-0.42,0.67,86,27,2,84,25
mpnet,direct,2,100,strict_eq2,-0.4,-0.5,0.45,87,12,2,85,10
mpnet,direct,3,100,strict_eq2,-0.19,-0.36,0.55,75,18,1,74,17
mpnet,direct,4,100,strict_eq2,-0.12,-0.36,0.56,72,28,4,68,24
mpnet,direct,5,100,strict_eq2,-0.16,-0.32,0.36,64,28,12,52,16
mpnet,direct,6,100,strict_eq2,-0.38,-0.51,0.13,58,20,7,51,13
mpnet,direct,7,100,strict_eq2,-0.27,-0.3,0.11,41,6,3,38,3
mpnet,direct,8,100,strict_eq2,-0.22,-0.41,0.34,68,31,12,56,19
mpnet,direct,9,100,strict_eq2,-0.05,-0.13,0.4,51,14,6,45,8
mpnet,direct,10,100,strict_eq2,-0.07,-0.12,0.12,21,7,2,19,5
mpnet,direct,11,100,strict_eq2,-0.14,-0.28,0.53,74,21,7,67,14
mpnet,direct,12,100,strict_eq2,-0.06,-0.28,0.62,69,23,1,68,22
mpnet,direct,13,100,strict_eq2,-0.34,-0.52,0.53,87,18,0,87,18
mpnet,direct,14,100,strict_eq2,-0.26,-0.27,0.43,76,8,7,69,1
mpnet,direct,15,100,strict_eq2,-0.04,-0.49,0.82,90,49,4,86,45
mpnet,direct,16,100,strict_eq2,-0.08,-0.13,0.19,33,11,6,27,5
mpnet,direct,17,100,strict_eq2,-0.06,-0.16,0.32,47,19,9,38,10
mpnet,direct,18,100,strict_eq2,-0.02,-0.04,0.2,25,5,3,22,2
mpnet,direct,19,100,strict_eq2,0,-0.06,0.39,40,7,1,39,6
mpnet,direct,20,100,strict_eq2,0,-0.04,0.07,13,10,6,7,4
mpnet,direct,21,100,strict_eq2,-0.27,-0.35,0.32,64,13,5,59,8
mpnet,direct,22,100,strict_eq2,-0.37,-0.5,0.18,58,16,3,55,13
mpnet,direct,23,100,strict_eq2,-0.13,-0.19,0.11,29,11,5,24,6
mpnet,direct,24,100,strict_eq2,-0.36,-0.38,0.08,47,5,3,44,2
mpnet,direct,25,100,strict_eq2,0.07,-0.19,0.43,44,34,8,36,26
mpnet,direct,26,100,strict_eq2,-0.33,-0.62,0.38,77,35,6,71,29
mpnet,direct,27,100,strict_eq2,-0.39,-0.46,0.13,58,13,6,52,7
mpnet,direct,28,100,strict_eq2,-0.21,-0.28,0.14,40,12,5,35,7
mpnet,direct,29,100,strict_eq2,-0.12,-0.14,0.41,56,5,3,53,2
mpnet,direct,30,100,strict_eq2,-0.06,-0.07,0.01,20,14,13,7,1
mpnet,direct,31,100,strict_eq2,-0.14,-0.22,0.67,81,8,0,81,8
mpnet,direct,32,100,strict_eq2,-0.09,-0.18,0.31,89,58,49,40,9
mpnet,direct,33,100,strict_eq2,-0.24,-0.28,0.35,59,4,0,59,4
mpnet,direct,34,100,strict_eq2,-0.07,-0.38,0.66,75,33,2,73,31
mpnet,direct,35,100,strict_eq2,-0.32,-0.45,0.43,76,14,1,75,13
mpnet,direct,36,100,strict_eq2,-0.24,-0.25,-0.02,25,4,3,22,1
mpnet,direct,37,100,strict_eq2,-0.07,-0.08,0.06,13,1,0,13,1
mpnet,direct,38,100,strict_eq2,-0.08,-0.1,0.24,35,5,3,32,2
mpnet,direct,39,100,strict_eq2,-0.03,-0.03,0.02,6,1,1,5,0
mpnet,direct,40,100,strict_eq2,-0.08,-0.09,0,8,1,0,8,1
mpnet,direct,41,100,strict_eq2,0.11,0.07,0.22,11,4,0,11,4
mpnet,direct,42,100,strict_eq2,0.08,0.08,0.08,0,0,0,0,0
mpnet,direct,43,100,strict_eq2,-0.3,-0.31,0.08,40,3,2,38,1
mpnet,direct,44,100,strict_eq2,-0.04,-0.04,0.16,20,0,0,20,0
mpnet,direct,45,100,strict_eq2,-0.06,-0.09,0.17,28,8,5,23,3
mpnet,direct,46,100,strict_eq2,0.01,-0.17,0.5,53,22,4,49,18
mpnet,direct,47,100,strict_eq2,-0.19,-0.31,0.36,61,18,6,55,12
mpnet,direct,48,100,strict_eq2,-0.07,-0.16,0.12,22,12,3,19,9
mpnet,direct,49,100,strict_eq2,0.01,-0.01,0.53,53,3,1,52,2
mpnet,direct,50,100,strict_eq2,-0.01,-0.09,0.28,34,13,5,29,8
mpnet,direct,1,100,relaxed_ge1,-0.47,-0.72,0.37,86,27,2,84,25
mpnet,direct,2,100,relaxed_ge1,-0.5,-0.6,0.35,87,12,2,85,10
mpnet,direct,3,100,relaxed_ge1,-0.36,-0.53,0.38,75,18,1,74,17
mpnet,direct,4,100,relaxed_ge1,-0.2,-0.44,0.48,72,28,4,68,24
mpnet,direct,5,100,relaxed_ge1,-0.31,-0.47,0.21,64,28,12,52,16
mpnet,direct,6,100,relaxed_ge1,-0.36,-0.49,0.15,58,20,7,51,13
mpnet,direct,7,100,relaxed_ge1,-0.3,-0.33,0.08,41,6,3,38,3
mpnet,direct,8,100,relaxed_ge1,-0.32,-0.51,0.24,68,31,12,56,19
mpnet,direct,9,100,relaxed_ge1,-0.11,-0.19,0.34,51,14,6,45,8
mpnet,direct,10,100,relaxed_ge1,-0.16,-0.21,0.03,21,7,2,19,5
mpnet,direct,11,100,relaxed_ge1,-0.26,-0.4,0.41,74,21,7,67,14
mpnet,direct,12,100,relaxed_ge1,-0.23,-0.45,0.45,69,23,1,68,22
mpnet,direct,13,100,relaxed_ge1,-0.56,-0.74,0.31,87,18,0,87,18
mpnet,direct,14,100,relaxed_ge1,-0.52,-0.53,0.17,76,8,7,69,1
mpnet,direct,15,100,relaxed_ge1,-0.07,-0.52,0.79,90,49,4,86,45
mpnet,direct,16,100,relaxed_ge1,-0.13,-0.18,0.14,33,11,6,27,5
mpnet,direct,17,100,relaxed_ge1,-0.18,-0.28,0.2,47,19,9,38,10
mpnet,direct,18,100,relaxed_ge1,-0.13,-0.15,0.09,25,5,3,22,2
mpnet,direct,19,100,relaxed_ge1,-0.04,-0.1,0.35,40,7,1,39,6
mpnet,direct,20,100,relaxed_ge1,-0.02,-0.06,0.05,13,10,6,7,4
mpnet,direct,21,100,relaxed_ge1,-0.27,-0.35,0.32,64,13,5,59,8
mpnet,direct,22,100,relaxed_ge1,-0.42,-0.55,0.13,58,16,3,55,13
mpnet,direct,23,100,relaxed_ge1,-0.22,-0.28,0.02,29,11,5,24,6
mpnet,direct,24,100,relaxed_ge1,-0.42,-0.44,0.02,47,5,3,44,2
mpnet,direct,25,100,relaxed_ge1,0.11,-0.15,0.47,44,34,8,36,26
mpnet,direct,26,100,relaxed_ge1,-0.36,-0.65,0.35,77,35,6,71,29
mpnet,direct,27,100,relaxed_ge1,-0.44,-0.51,0.08,58,13,6,52,7
mpnet,direct,28,100,relaxed_ge1,-0.21,-0.28,0.14,40,12,5,35,7
mpnet,direct,29,100,relaxed_ge1,-0.27,-0.29,0.26,56,5,3,53,2
mpnet,direct,30,100,relaxed_ge1,-0.06,-0.07,0.01,20,14,13,7,1
mpnet,direct,31,100,relaxed_ge1,-0.26,-0.34,0.55,81,8,0,81,8
mpnet,direct,32,100,relaxed_ge1,-0.14,-0.23,0.26,89,58,49,40,9
mpnet,direct,33,100,relaxed_ge1,-0.3,-0.34,0.29,59,4,0,59,4
mpnet,direct,34,100,relaxed_ge1,-0.12,-0.43,0.61,75,33,2,73,31
mpnet,direct,35,100,relaxed_ge1,-0.3,-0.43,0.45,76,14,1,75,13
mpnet,direct,36,100,relaxed_ge1,-0.24,-0.25,-0.02,25,4,3,22,1
mpnet,direct,37,100,relaxed_ge1,-0.16,-0.17,-0.03,13,1,0,13,1
mpnet,direct,38,100,relaxed_ge1,-0.23,-0.25,0.09,35,5,3,32,2
mpnet,direct,39,100,relaxed_ge1,-0.07,-0.07,-0.02,6,1,1,5,0
mpnet,direct,40,100,relaxed_ge1,-0.1,-0.11,-0.02,8,1,0,8,1
mpnet,direct,41,100,relaxed_ge1,0.07,0.03,0.18,11,4,0,11,4
mpnet,direct,42,100,relaxed_ge1,0.05,0.05,0.05,0,0,0,0,0
mpnet,direct,43,100,relaxed_ge1,-0.33,-0.34,0.05,40,3,2,38,1
mpnet,direct,44,100,relaxed_ge1,-0.15,-0.15,0.05,20,0,0,20,0
mpnet,direct,45,100,relaxed_ge1,-0.17,-0.2,0.06,28,8,5,23,3
mpnet,direct,46,100,relaxed_ge1,-0.07,-0.25,0.42,53,22,4,49,18
mpnet,direct,47,100,relaxed_ge1,-0.32,-0.44,0.23,61,18,6,55,12
mpnet,direct,48,100,relaxed_ge1,-0.12,-0.21,0.07,22,12,3,19,9
mpnet,direct,49,100,relaxed_ge1,-0.19,-0.21,0.33,53,3,1,52,2
mpnet,direct,50,100,relaxed_ge1,-0.05,-0.13,0.24,34,13,5,29,8
