method,query_id,k,n_retrieved,n_judged,n_unjudged,n_explicit_minus1,judged_fraction,hole_fraction
direct,31,1000,1000,411,589,0,0.411,0.589
direct,32,1000,1000,186,814,0,0.186,0.814
direct,33,1000,1000,449,551,0,0.449,0.551
direct,34,1000,1000,274,726,0,0.274,0.726
direct,35,1000,1000,358,642,0,0.358,0.642
direct,36,1000,1000,565,435,0,0.565,0.435
direct,37,1000,1000,606,394,0,0.606,0.394
direct,38,1000,1000,624,376,0,0.624,0.376
direct,39,1000,1000,630,370,0,0.63,0.37
direct,40,1000,1000,577,423,0,0.577,0.423
direct,41,1000,1000,431,569,0,0.431,0.569
direct,42,1000,1000,356,644,0,0.356,0.644
direct,43,1000,1000,298,702,0,0.298,0.702
direct,44,1000,1000,534,466,0,0.534,0.466
direct,45,1000,1000,547,453,0,0.547,0.453
direct,46,1000,1000,239,761,0,0.239,0.761
direct,47,1000,1000,419,581,0,0.419,0.581
direct,48,1000,1000,307,693,0,0.307,0.693
direct,49,1000,1000,400,600,0,0.4,0.6
direct,50,1000,1000,367,633,0,0.367,0.633
