method,query_id,k,label_rule,n_observed_relevant,observed_precision
mpnet,22,100,strict_eq2,33,0.33
mpnet,23,100,strict_eq2,53,0.53
mpnet,24,100,strict_eq2,45,0.45
mpnet,25,100,strict_eq2,40,0.4
mpnet,26,100,strict_eq2,21,0.21
mpnet,27,100,strict_eq2,35,0.35
mpnet,28,100,strict_eq2,59,0.59
mpnet,29,100,strict_eq2,35,0.35
mpnet,30,100,strict_eq2,67,0.67
mpnet,31,100,strict_eq2,6,0.06
mpnet,32,100,strict_eq2,1,0.01
mpnet,33,100,strict_eq2,17,0.17
mpnet,34,100,strict_eq2,8,0.08
mpnet,35,100,strict_eq2,10,0.1
mpnet,36,100,strict_eq2,56,0.56
mpnet,37,100,strict_eq2,40,0.4
mpnet,38,100,strict_eq2,52,0.52
mpnet,39,100,strict_eq2,71,0.71
mpnet,40,100,strict_eq2,79,0.79
mpnet,41,100,strict_eq2,74,0.74
mpnet,42,100,strict_eq2,95,0.95
mpnet,43,100,strict_eq2,53,0.53
mpnet,44,100,strict_eq2,75,0.75
mpnet,45,100,strict_eq2,27,0.27
mpnet,46,100,strict_eq2,30,0.3
mpnet,47,100,strict_eq2,33,0.33
mpnet,48,100,strict_eq2,64,0.64
mpnet,49,100,strict_eq2,31,0.31
mpnet,50,100,strict_eq2,13,0.13
mpnet,1,100,relaxed_ge1,9,0.09
mpnet,2,100,relaxed_ge1,11,0.11
mpnet,3,100,relaxed_ge1,22,0.22
mpnet,4,100,relaxed_ge1,19,0.19
mpnet,5,100,relaxed_ge1,27,0.27
mpnet,6,100,relaxed_ge1,40,0.4
mpnet,7,100,relaxed_ge1,47,0.47
mpnet,8,100,relaxed_ge1,30,0.3
mpnet,9,100,relaxed_ge1,24,0.24
mpnet,10,100,relaxed_ge1,60,0.6
mpnet,11,100,relaxed_ge1,12,0.12
mpnet,12,100,relaxed_ge1,21,0.21
mpnet,13,100,relaxed_ge1,11,0.11
mpnet,14,100,relaxed_ge1,18,0.18
mpnet,15,100,relaxed_ge1,5,0.05
mpnet,16,100,relaxed_ge1,59,0.59
mpnet,17,100,relaxed_ge1,47,0.47
mpnet,18,100,relaxed_ge1,70,0.7
mpnet,19,100,relaxed_ge1,26,0.26
mpnet,20,100,relaxed_ge1,86,0.86
mpnet,21,100,relaxed_ge1,32,0.32
mpnet,22,100,relaxed_ge1,40,0.4
mpnet,23,100,relaxed_ge1,60,0.6
mpnet,24,100,relaxed_ge1,51,0.51
mpnet,25,100,relaxed_ge1,50,0.5
mpnet,26,100,relaxed_ge1,22,0.22
mpnet,27,100,relaxed_ge1,42,0.42
mpnet,28,100,relaxed_ge1,60,0.6
mpnet,29,100,relaxed_ge1,40,0.4
mpnet,30,100,relaxed_ge1,78,0.78
mpnet,31,100,relaxed_ge1,9,0.09
mpnet,32,100,relaxed_ge1,1,0.01
mpnet,33,100,relaxed_ge1,29,0.29
mpnet,34,100,relaxed_ge1,13,0.13
mpnet,35,100,relaxed_ge1,15,0.15
mpnet,36,100,relaxed_ge1,61,0.61
mpnet,37,100,relaxed_ge1,55,0.55
mpnet,38,100,relaxed_ge1,63,0.63
mpnet,39,100,relaxed_ge1,92,0.92
mpnet,40,100,relaxed_ge1,88,0.88
mpnet,41,100,relaxed_ge1,79,0.79
mpnet,42,100,relaxed_ge1,99,0.99
mpnet,43,100,relaxed_ge1,57,0.57
mpnet,44,100,relaxed_ge1,79,0.79
mpnet,45,100,relaxed_ge1,71,0.71
mpnet,46,100,relaxed_ge1,42,0.42
mpnet,47,100,relaxed_ge1,34,0.34
mpnet,48,100,relaxed_ge1,75,0.75
mpnet,49,100,relaxed_ge1,39,0.39
mpnet,50,100,relaxed_ge1,33,0.33
mpnet,1,1000,strict_eq2,27,0.027
mpnet,2,1000,strict_eq2,97,0.097
mpnet,3,1000,strict_eq2,70,0.07
mpnet,4,1000,strict_eq2,71,0.071
mpnet,5,1000,strict_eq2,95,0.095
mpnet,6,1000,strict_eq2,244,0.244
mpnet,7,1000,strict_eq2,316,0.316
mpnet,8,1000,strict_eq2,104,0.104
mpnet,9,1000,strict_eq2,34,0.034
mpnet,10,1000,strict_eq2,186,0.186
mpnet,11,1000,strict_eq2,28,0.028
mpnet,12,1000,strict_eq2,53,0.053
mpnet,13,1000,strict_eq2,54,0.054
mpnet,14,1000,strict_eq2,27,0.027
mpnet,15,1000,strict_eq2,28,0.028
mpnet,16,1000,strict_eq2,105,0.105
mpnet,17,1000,strict_eq2,87,0.087
mpnet,18,1000,strict_eq2,203,0.203
mpnet,19,1000,strict_eq2,31,0.031
mpnet,20,1000,strict_eq2,354,0.354
mpnet,21,1000,strict_eq2,191,0.191
mpnet,22,1000,strict_eq2,253,0.253
mpnet,23,1000,strict_eq2,141,0.141
mpnet,24,1000,strict_eq2,236,0.236
mpnet,25,1000,strict_eq2,184,0.184
mpnet,26,1000,strict_eq2,158,0.158
mpnet,27,1000,strict_eq2,84,0.084
mpnet,28,1000,strict_eq2,393,0.393
mpnet,29,1000,strict_eq2,157,0.157
mpnet,30,1000,strict_eq2,133,0.133
mpnet,31,1000,strict_eq2,31,0.031
mpnet,32,1000,strict_eq2,21,0.021
mpnet,33,1000,strict_eq2,68,0.068
mpnet,34,1000,strict_eq2,19,0.019
mpnet,35,1000,strict_eq2,42,0.042
mpnet,36,1000,strict_eq2,313,0.313
mpnet,37,1000,strict_eq2,225,0.225
mpnet,38,1000,strict_eq2,315,0.315
mpnet,39,1000,strict_eq2,262,0.262
mpnet,40,1000,strict_eq2,280,0.28
mpnet,41,1000,strict_eq2,187,0.187
mpnet,42,1000,strict_eq2,171,0.171
mpnet,43,1000,strict_eq2,101,0.101
mpnet,44,1000,strict_eq2,283,0.283
mpnet,45,1000,strict_eq2,210,0.21
mpnet,46,1000,strict_eq2,54,0.054
mpnet,47,1000,strict_eq2,194,0.194
mpnet,48,1000,strict_eq2,136,0.136
mpnet,49,1000,strict_eq2,89,0.089
mpnet,50,1000,strict_eq2,27,0.027
mpnet,1,1000,relaxed_ge1,80,0.08
mpnet,2,1000,relaxed_ge1,106,0.106
mpnet,3,1000,relaxed_ge1,138,0.138
mpnet,4,1000,relaxed_ge1,119,0.119
mpnet,5,1000,relaxed_ge1,167,0.167
mpnet,6,1000,relaxed_ge1,284,0.284
mpnet,7,1000,relaxed_ge1,332,0.332
mpnet,8,1000,relaxed_ge1,161,0.161
mpnet,9,1000,relaxed_ge1,51,0.051
mpnet,10,1000,relaxed_ge1,295,0.295
mpnet,11,1000,relaxed_ge1,54,0.054
mpnet,12,1000,relaxed_ge1,91,0.091
mpnet,13,1000,relaxed_ge1,157,0.157
mpnet,14,1000,relaxed_ge1,42,0.042
mpnet,15,1000,relaxed_ge1,60,0.06
mpnet,16,1000,relaxed_ge1,167,0.167
mpnet,17,1000,relaxed_ge1,188,0.188
mpnet,18,1000,relaxed_ge1,356,0.356
mpnet,19,1000,relaxed_ge1,61,0.061
mpnet,20,1000,relaxed_ge1,397,0.397
mpnet,21,1000,relaxed_ge1,212,0.212
mpnet,22,1000,relaxed_ge1,321,0.321
mpnet,23,1000,relaxed_ge1,231,0.231
mpnet,24,1000,relaxed_ge1,306,0.306
mpnet,25,1000,relaxed_ge1,227,0.227
mpnet,26,1000,relaxed_ge1,180,0.18
mpnet,27,1000,relaxed_ge1,117,0.117
mpnet,28,1000,relaxed_ge1,423,0.423
mpnet,29,1000,relaxed_ge1,234,0.234
mpnet,30,1000,relaxed_ge1,216,0.216
mpnet,31,1000,relaxed_ge1,68,0.068
mpnet,32,1000,relaxed_ge1,29,0.029
mpnet,33,1000,relaxed_ge1,119,0.119
mpnet,34,1000,relaxed_ge1,32,0.032
mpnet,35,1000,relaxed_ge1,51,0.051
mpnet,36,1000,relaxed_ge1,341,0.341
mpnet,37,1000,relaxed_ge1,317,0.317
mpnet,38,1000,relaxed_ge1,398,0.398
mpnet,39,1000,relaxed_ge1,399,0.399
mpnet,40,1000,relaxed_ge1,382,0.382
mpnet,41,1000,relaxed_ge1,232,0.232
mpnet,42,1000,relaxed_ge1,189,0.189
mpnet,43,1000,relaxed_ge1,123,0.123
mpnet,44,1000,relaxed_ge1,380,0.38
mpnet,45,1000,relaxed_ge1,401,0.401
mpnet,46,1000,relaxed_ge1,97,0.097
mpnet,47,1000,relaxed_ge1,232,0.232
mpnet,48,1000,relaxed_ge1,190,0.19
mpnet,49,1000,relaxed_ge1,148,0.148
mpnet,50,1000,relaxed_ge1,79,0.079
direct,1,20,strict_eq2,5,0.25
direct,2,20,strict_eq2,14,0.7
direct,3,20,strict_eq2,12,0.6
direct,4,20,strict_eq2,4,0.2
direct,5,20,strict_eq2,9,0.45
direct,6,20,strict_eq2,18,0.9
direct,7,20,strict_eq2,16,0.8
direct,8,20,strict_eq2,11,0.55
direct,9,20,strict_eq2,5,0.25
direct,10,20,strict_eq2,18,0.9
direct,11,20,strict_eq2,15,0.75
direct,12,20,strict_eq2,4,0.2
direct,13,20,strict_eq2,9,0.45
direct,14,20,strict_eq2,12,0.6
direct,15,20,strict_eq2,4,0.2
direct,16,20,strict_eq2,11,0.55
direct,17,20,strict_eq2,10,0.5
direct,18,20,strict_eq2,14,0.7
direct,19,20,strict_eq2,7,0.35
direct,20,20,strict_eq2,19,0.95
direct,21,20,strict_eq2,12,0.6
direct,22,20,strict_eq2,13,0.65
direct,23,20,strict_eq2,17,0.85
direct,24,20,strict_eq2,19,0.95
direct,25,20,strict_eq2,9,0.45
direct,26,20,strict_eq2,12,0.6
direct,27,20,strict_eq2,17,0.85
direct,28,20,strict_eq2,17,0.85
direct,29,20,strict_eq2,14,0.7
direct,30,20,strict_eq2,20,1
direct,31,20,strict_eq2,3,0.15
direct,32,20,strict_eq2,7,0.35
direct,33,20,strict_eq2,9,0.45
direct,34,20,strict_eq2,5,0.25
direct,35,20,strict_eq2,13,0.65
direct,36,20,strict_eq2,19,0.95
direct,37,20,strict_eq2,10,0.5
direct,38,20,strict_eq2,16,0.8
direct,39,20,strict_eq2,18,0.9
direct,40,20,strict_eq2,19,0.95
direct,41,20,strict_eq2,17,0.85
direct,42,20,strict_eq2,17,0.85
direct,43,20,strict_eq2,15,0.75
direct,44,20,strict_eq2,19,0.95
direct,45,20,strict_eq2,9,0.45
direct,46,20,strict_eq2,17,0.85
direct,47,20,strict_eq2,16,0.8
direct,48,20,strict_eq2,19,0.95
direct,49,20,strict_eq2,8,0.4
direct,50,20,strict_eq2,7,0.35
direct,1,20,relaxed_ge1,14,0.7
direct,2,20,relaxed_ge1,16,0.8
direct,3,20,relaxed_ge1,17,0.85
direct,4,20,relaxed_ge1,8,0.4
direct,5,20,relaxed_ge1,15,0.75
direct,6,20,relaxed_ge1,19,0.95
direct,7,20,relaxed_ge1,17,0.85
direct,8,20,relaxed_ge1,14,0.7
direct,9,20,relaxed_ge1,9,0.45
direct,10,20,relaxed_ge1,19,0.95
direct,11,20,relaxed_ge1,18,0.9
direct,12,20,relaxed_ge1,12,0.6
direct,13,20,relaxed_ge1,16,0.8
direct,14,20,relaxed_ge1,17,0.85
direct,15,20,relaxed_ge1,6,0.3
direct,16,20,relaxed_ge1,19,0.95
direct,17,20,relaxed_ge1,16,0.8
direct,18,20,relaxed_ge1,19,0.95
direct,19,20,relaxed_ge1,12,0.6
direct,20,20,relaxed_ge1,19,0.95
direct,21,20,relaxed_ge1,14,0.7
direct,22,20,relaxed_ge1,17,0.85
direct,23,20,relaxed_ge1,20,1
direct,24,20,relaxed_ge1,20,1
direct,25,20,relaxed_ge1,10,0.5
direct,26,20,relaxed_ge1,13,0.65
direct,27,20,relaxed_ge1,20,1
direct,28,20,relaxed_ge1,17,0.85
direct,29,20,relaxed_ge1,18,0.9
direct,30,20,relaxed_ge1,20,1
direct,31,20,relaxed_ge1,7,0.35
direct,32,20,relaxed_ge1,9,0.45
direct,33,20,relaxed_ge1,17,0.85
direct,34,20,relaxed_ge1,8,0.4
direct,35,20,relaxed_ge1,14,0.7
direct,36,20,relaxed_ge1,19,0.95
direct,37,20,relaxed_ge1,17,0.85
direct,38,20,relaxed_ge1,18,0.9
direct,39,20,relaxed_ge1,20,1
direct,40,20,relaxed_ge1,20,1
direct,41,20,relaxed_ge1,18,0.9
direct,42,20,relaxed_ge1,20,1
direct,43,20,relaxed_ge1,16,0.8
direct,44,20,relaxed_ge1,20,1
direct,45,20,relaxed_ge1,19,0.95
direct,46,20,relaxed_ge1,19,0.95
direct,47,20,relaxed_ge1,16,0.8
direct,48,20,relaxed_ge1,20,1
direct,49,20,relaxed_ge1,15,0.75
direct,50,20,relaxed_ge1,14,0.7
direct,1,50,strict_eq2,11,0.22
direct,2,50,strict_eq2,33,0.66
direct,3,50,strict_eq2,20,0.4
direct,4,50,strict_eq2,16,0.32
direct,5,50,strict_eq2,22,0.44
direct,6,50,strict_eq2,44,0.88
direct,7,50,strict_eq2,38,0.76
direct,8,50,strict_eq2,27,0.54
direct,9,50,strict_eq2,12,0.24
direct,10,50,strict_eq2,36,0.72
direct,11,50,strict_eq2,20,0.4
direct,12,50,strict_eq2,8,0.16
direct,13,50,strict_eq2,22,0.44
direct,14,50,strict_eq2,29,0.58
direct,15,50,strict_eq2,4,0.08
direct,16,50,strict_eq2,32,0.64
direct,17,50,strict_eq2,24,0.48
direct,18,50,strict_eq2,30,0.6
direct,19,50,strict_eq2,9,0.18
direct,20,50,strict_eq2,48,0.96
direct,21,50,strict_eq2,27,0.54
direct,22,50,strict_eq2,36,0.72
direct,23,50,strict_eq2,41,0.82
direct,24,50,strict_eq2,44,0.88
direct,25,50,strict_eq2,20,0.4
direct,26,50,strict_eq2,30,0.6
direct,27,50,strict_eq2,43,0.86
direct,28,50,strict_eq2,41,0.82
direct,29,50,strict_eq2,30,0.6
direct,30,50,strict_eq2,46,0.92
direct,31,50,strict_eq2,10,0.2
direct,32,50,strict_eq2,9,0.18
direct,33,50,strict_eq2,20,0.4
direct,34,50,strict_eq2,11,0.22
direct,35,50,strict_eq2,30,0.6
direct,36,50,strict_eq2,45,0.9
direct,37,50,strict_eq2,24,0.48
direct,38,50,strict_eq2,29,0.58
direct,39,50,strict_eq2,43,0.86
direct,40,50,strict_eq2,46,0.92
direct,41,50,strict_eq2,38,0.76
direct,42,50,strict_eq2,44,0.88
direct,43,50,strict_eq2,42,0.84
direct,44,50,strict_eq2,44,0.88
direct,45,50,strict_eq2,18,0.36
direct,46,50,strict_eq2,25,0.5
direct,47,50,strict_eq2,32,0.64
direct,48,50,strict_eq2,43,0.86
direct,49,50,strict_eq2,18,0.36
direct,50,50,strict_eq2,11,0.22
direct,1,50,relaxed_ge1,31,0.62
direct,2,50,relaxed_ge1,39,0.78
direct,3,50,relaxed_ge1,35,0.7
direct,4,50,relaxed_ge1,23,0.46
direct,5,50,relaxed_ge1,37,0.74
direct,6,50,relaxed_ge1,46,0.92
direct,7,50,relaxed_ge1,40,0.8
direct,8,50,relaxed_ge1,35,0.7
direct,9,50,relaxed_ge1,19,0.38
direct,10,50,relaxed_ge1,47,0.94
direct,11,50,relaxed_ge1,26,0.52
direct,12,50,relaxed_ge1,23,0.46
direct,13,50,relaxed_ge1,41,0.82
direct,14,50,relaxed_ge1,44,0.88
direct,15,50,relaxed_ge1,7,0.14
direct,16,50,relaxed_ge1,44,0.88
direct,17,50,relaxed_ge1,39,0.78
direct,18,50,relaxed_ge1,43,0.86
direct,19,50,relaxed_ge1,23,0.46
direct,20,50,relaxed_ge1,48,0.96
direct,21,50,relaxed_ge1,30,0.6
direct,22,50,relaxed_ge1,42,0.84
direct,23,50,relaxed_ge1,48,0.96
direct,24,50,relaxed_ge1,49,0.98
direct,25,50,relaxed_ge1,23,0.46
direct,26,50,relaxed_ge1,33,0.66
direct,27,50,relaxed_ge1,48,0.96
direct,28,50,relaxed_ge1,42,0.84
direct,29,50,relaxed_ge1,37,0.74
direct,30,50,relaxed_ge1,49,0.98
direct,31,50,relaxed_ge1,19,0.38
direct,32,50,relaxed_ge1,13,0.26
direct,33,50,relaxed_ge1,37,0.74
direct,34,50,relaxed_ge1,16,0.32
direct,35,50,relaxed_ge1,32,0.64
direct,36,50,relaxed_ge1,46,0.92
direct,37,50,relaxed_ge1,38,0.76
direct,38,50,relaxed_ge1,43,0.86
direct,39,50,relaxed_ge1,50,1
direct,40,50,relaxed_ge1,50,1
direct,41,50,relaxed_ge1,42,0.84
direct,42,50,relaxed_ge1,49,0.98
direct,43,50,relaxed_ge1,46,0.92
direct,44,50,relaxed_ge1,48,0.96
direct,45,50,relaxed_ge1,45,0.9
direct,46,50,relaxed_ge1,38,0.76
direct,47,50,relaxed_ge1,37,0.74
direct,48,50,relaxed_ge1,46,0.92
direct,49,50,relaxed_ge1,34,0.68
direct,50,50,relaxed_ge1,26,0.52
direct,1,100,strict_eq2,20,0.2
direct,2,100,strict_eq2,51,0.51
direct,3,100,strict_eq2,35,0.35
direct,4,100,strict_eq2,26,0.26
direct,5,100,strict_eq2,35,0.35
direct,6,100,strict_eq2,73,0.73
direct,7,100,strict_eq2,73,0.73
direct,8,100,strict_eq2,47,0.47
direct,9,100,strict_eq2,20,0.2
direct,10,100,strict_eq2,53,0.53
direct,11,100,strict_eq2,23,0.23
direct,12,100,strict_eq2,18,0.18
direct,13,100,strict_eq2,36,0.36
direct,14,100,strict_eq2,39,0.39
direct,15,100,strict_eq2,8,0.08
direct,16,100,strict_eq2,50,0.5
direct,17,100,strict_eq2,35,0.35
direct,18,100,strict_eq2,55,0.55
direct,19,100,strict_eq2,13,0.13
direct,20,100,strict_eq2,86,0.86
direct,21,100,strict_eq2,53,0.53
direct,22,100,strict_eq2,70,0.7
direct,23,100,strict_eq2,66,0.66
direct,24,100,strict_eq2,81,0.81
direct,25,100,strict_eq2,33,0.33
direct,26,100,strict_eq2,54,0.54
direct,27,100,strict_eq2,74,0.74
direct,28,100,strict_eq2,80,0.8
direct,29,100,strict_eq2,47,0.47
direct,30,100,strict_eq2,73,0.73
direct,31,100,strict_eq2,20,0.2
direct,32,100,strict_eq2,10,0.1
direct,33,100,strict_eq2,41,0.41
direct,34,100,strict_eq2,15,0.15
direct,35,100,strict_eq2,42,0.42
direct,36,100,strict_eq2,80,0.8
direct,37,100,strict_eq2,47,0.47
direct,38,100,strict_eq2,60,0.6
direct,39,100,strict_eq2,74,0.74
direct,40,100,strict_eq2,87,0.87
direct,41,100,strict_eq2,63,0.63
direct,42,100,strict_eq2,87,0.87
direct,43,100,strict_eq2,83,0.83
direct,44,100,strict_eq2,79,0.79
direct,45,100,strict_eq2,33,0.33
direct,46,100,strict_eq2,29,0.29
direct,47,100,strict_eq2,52,0.52
direct,48,100,strict_eq2,71,0.71
direct,49,100,strict_eq2,30,0.3
direct,50,100,strict_eq2,14,0.14
direct,1,100,relaxed_ge1,56,0.56
direct,2,100,relaxed_ge1,61,0.61
direct,3,100,relaxed_ge1,58,0.58
direct,4,100,relaxed_ge1,39,0.39
direct,5,100,relaxed_ge1,58,0.58
direct,6,100,relaxed_ge1,76,0.76
direct,7,100,relaxed_ge1,77,0.77
direct,8,100,relaxed_ge1,62,0.62
direct,9,100,relaxed_ge1,35,0.35
direct,10,100,relaxed_ge1,76,0.76
direct,11,100,relaxed_ge1,38,0.38
direct,12,100,relaxed_ge1,44,0.44
direct,13,100,relaxed_ge1,67,0.67
direct,14,100,relaxed_ge1,70,0.7
direct,15,100,relaxed_ge1,12,0.12
direct,16,100,relaxed_ge1,72,0.72
direct,17,100,relaxed_ge1,65,0.65
direct,18,100,relaxed_ge1,83,0.83
direct,19,100,relaxed_ge1,30,0.3
direct,20,100,relaxed_ge1,88,0.88
direct,21,100,relaxed_ge1,59,0.59
direct,22,100,relaxed_ge1,82,0.82
direct,23,100,relaxed_ge1,82,0.82
direct,24,100,relaxed_ge1,93,0.93
direct,25,100,relaxed_ge1,39,0.39
direct,26,100,relaxed_ge1,58,0.58
direct,27,100,relaxed_ge1,86,0.86
direct,28,100,relaxed_ge1,81,0.81
direct,29,100,relaxed_ge1,67,0.67
direct,30,100,relaxed_ge1,84,0.84
direct,31,100,relaxed_ge1,35,0.35
direct,32,100,relaxed_ge1,15,0.15
direct,33,100,relaxed_ge1,59,0.59
direct,34,100,relaxed_ge1,25,0.25
direct,35,100,relaxed_ge1,45,0.45
direct,36,100,relaxed_ge1,85,0.85
direct,37,100,relaxed_ge1,71,0.71
direct,38,100,relaxed_ge1,86,0.86
direct,39,100,relaxed_ge1,99,0.99
direct,40,100,relaxed_ge1,98,0.98
direct,41,100,relaxed_ge1,72,0.72
direct,42,100,relaxed_ge1,94,0.94
direct,43,100,relaxed_ge1,90,0.9
direct,44,100,relaxed_ge1,94,0.94
direct,45,100,relaxed_ge1,88,0.88
direct,46,100,relaxed_ge1,49,0.49
direct,47,100,relaxed_ge1,66,0.66
direct,48,100,relaxed_ge1,87,0.87
direct,49,100,relaxed_ge1,58,0.58
direct,50,100,relaxed_ge1,38,0.38
direct,1,1000,strict_eq2,83,0.083
direct,2,1000,strict_eq2,103,0.103
direct,3,1000,strict_eq2,115,0.115
direct,4,1000,strict_eq2,91,0.091
direct,5,1000,strict_eq2,149,0.149
direct,6,1000,strict_eq2,302,0.302
direct,7,1000,strict_eq2,345,0.345
direct,8,1000,strict_eq2,133,0.133
direct,9,1000,strict_eq2,63,0.063
direct,10,1000,strict_eq2,188,0.188
direct,11,1000,strict_eq2,72,0.072
direct,12,1000,strict_eq2,81,0.081
direct,13,1000,strict_eq2,113,0.113
direct,14,1000,strict_eq2,48,0.048
direct,15,1000,strict_eq2,25,0.025
direct,16,1000,strict_eq2,92,0.092
direct,17,1000,strict_eq2,161,0.161
direct,18,1000,strict_eq2,216,0.216
direct,19,1000,strict_eq2,32,0.032
direct,20,1000,strict_eq2,345,0.345
direct,21,1000,strict_eq2,255,0.255
direct,22,1000,strict_eq2,241,0.241
direct,23,1000,strict_eq2,135,0.135
direct,24,1000,strict_eq2,248,0.248
direct,25,1000,strict_eq2,170,0.17
direct,26,1000,strict_eq2,277,0.277
direct,27,1000,strict_eq2,227,0.227
direct,28,1000,strict_eq2,409,0.409
direct,29,1000,strict_eq2,220,0.22
direct,30,1000,strict_eq2,154,0.154
direct,31,1000,strict_eq2,41,0.041
direct,32,1000,strict_eq2,37,0.037
direct,33,1000,strict_eq2,112,0.112
direct,34,1000,strict_eq2,47,0.047
direct,35,1000,strict_eq2,116,0.116
direct,36,1000,strict_eq2,390,0.39
direct,37,1000,strict_eq2,251,0.251
direct,38,1000,strict_eq2,345,0.345
direct,39,1000,strict_eq2,356,0.356
direct,40,1000,strict_eq2,312,0.312
direct,41,1000,strict_eq2,185,0.185
direct,42,1000,strict_eq2,181,0.181
direct,43,1000,strict_eq2,132,0.132
direct,44,1000,strict_eq2,287,0.287
direct,45,1000,strict_eq2,275,0.275
direct,46,1000,strict_eq2,64,0.064
direct,47,1000,strict_eq2,209,0.209
direct,48,1000,strict_eq2,166,0.166
direct,49,1000,strict_eq2,84,0.084
direct,50,1000,strict_eq2,32,0.032
direct,1,1000,relaxed_ge1,184,0.184
direct,2,1000,relaxed_ge1,125,0.125
direct,3,1000,relaxed_ge1,256,0.256
direct,4,1000,relaxed_ge1,170,0.17
direct,5,1000,relaxed_ge1,283,0.283
direct,6,1000,relaxed_ge1,381,0.381
direct,7,1000,relaxed_ge1,364,0.364
direct,8,1000,relaxed_ge1,237,0.237
direct,9,1000,relaxed_ge1,117,0.117
direct,10,1000,relaxed_ge1,313,0.313
direct,11,1000,relaxed_ge1,136,0.136
direct,12,1000,relaxed_ge1,185,0.185
direct,13,1000,relaxed_ge1,296,0.296
direct,14,1000,relaxed_ge1,92,0.092
direct,15,1000,relaxed_ge1,52,0.052
direct,16,1000,relaxed_ge1,167,0.167
direct,17,1000,relaxed_ge1,339,0.339
direct,18,1000,relaxed_ge1,389,0.389
direct,19,1000,relaxed_ge1,75,0.075
direct,20,1000,relaxed_ge1,435,0.435
direct,21,1000,relaxed_ge1,284,0.284
direct,22,1000,relaxed_ge1,323,0.323
direct,23,1000,relaxed_ge1,229,0.229
direct,24,1000,relaxed_ge1,323,0.323
direct,25,1000,relaxed_ge1,217,0.217
direct,26,1000,relaxed_ge1,318,0.318
direct,27,1000,relaxed_ge1,390,0.39
direct,28,1000,relaxed_ge1,440,0.44
direct,29,1000,relaxed_ge1,341,0.341
direct,30,1000,relaxed_ge1,266,0.266
direct,31,1000,relaxed_ge1,109,0.109
direct,32,1000,relaxed_ge1,54,0.054
direct,33,1000,relaxed_ge1,177,0.177
direct,34,1000,relaxed_ge1,75,0.075
direct,35,1000,relaxed_ge1,129,0.129
direct,36,1000,relaxed_ge1,435,0.435
direct,37,1000,relaxed_ge1,342,0.342
direct,38,1000,relaxed_ge1,536,0.536
direct,39,1000,relaxed_ge1,598,0.598
direct,40,1000,relaxed_ge1,431,0.431
direct,41,1000,relaxed_ge1,228,0.228
direct,42,1000,relaxed_ge1,200,0.2
direct,43,1000,relaxed_ge1,170,0.17
direct,44,1000,relaxed_ge1,398,0.398
direct,45,1000,relaxed_ge1,503,0.503
direct,46,1000,relaxed_ge1,114,0.114
direct,47,1000,relaxed_ge1,265,0.265
direct,48,1000,relaxed_ge1,257,0.257
direct,49,1000,relaxed_ge1,151,0.151
direct,50,1000,relaxed_ge1,87,0.087
