method,query_id,k,n_retrieved,n_judged,n_unjudged,n_explicit_minus1,judged_fraction,hole_fraction
direct,31,1000,1000,411,589,0,0.411,0.589
direct,32,1000,1000,186,814,0,0.186,0.814
direct,33,1000,1000,449,551,0,0.449,0.551
direct,34,1000,1000,274,726,0,0.274,0.726
direct,35,1000,1000,358,642,0,0.358,0.642
direct,36,1000,1000,565,435,0,0.565,0.435
direct,37,1000,1000,606,394,0,0.606,0.394
direct,38,1000,1000,624,376,0,0.624,0.376
direct,39,1000,1000,630,370,0,0.63,0.37
direct,40,1000,1000,577,423,0,0.577,0.423
direct,41,1000,1000,431,569,0,0.431,0.569
direct,42,1000,1000,356,644,0,0.356,0.644
direct,43,1000,1000,298,702,0,0.298,0.702
direct,44,1000,1000,534,466,0,0.534,0.466
direct,45,1000,1000,547,453,0,0.547,0.453
direct,46,1000,1000,239,761,0,0.239,0.761
direct,47,1000,1000,419,581,0,0.419,0.581
direct,48,1000,1000,307,693,0,0.307,0.693
direct,49,1000,1000,400,600,0,0.4,0.6
direct,50,1000,1000,367,633,0,0.367,0.633
direct_minmax,1,20,20,17,3,0,0.85,0.15
direct_minmax,2,20,20,19,1,0,0.95,0.05
direct_minmax,3,20,20,19,1,0,0.95,0.05
direct_minmax,4,20,20,17,3,0,0.85,0.15
direct_minmax,5,20,20,15,5,0,0.75,0.25
direct_minmax,6,20,20,20,0,0,1,0
direct_minmax,7,20,20,20,0,0,1,0
direct_minmax,8,20,20,16,4,0,0.8,0.2
direct_minmax,9,20,20,20,0,0,1,0
direct_minmax,10,20,20,20,0,0,1,0
direct_minmax,11,20,20,19,1,0,0.95,0.05
direct_minmax,12,20,20,18,2,0,0.9,0.1
direct_minmax,13,20,20,18,2,0,0.9,0.1
direct_minmax,14,20,20,20,0,0,1,0
direct_minmax,15,20,20,15,5,0,0.75,0.25
direct_minmax,16,20,20,19,1,0,0.95,0.05
direct_minmax,17,20,20,17,3,0,0.85,0.15
direct_minmax,18,20,20,20,0,0,1,0
direct_minmax,19,20,20,20,0,0,1,0
direct_minmax,20,20,20,19,1,0,0.95,0.05
direct_minmax,21,20,20,17,3,0,0.85,0.15
direct_minmax,22,20,20,17,3,0,0.85,0.15
direct_minmax,23,20,20,20,0,0,1,0
direct_minmax,24,20,20,20,0,0,1,0
direct_minmax,25,20,20,16,4,0,0.8,0.2
direct_minmax,26,20,20,18,2,0,0.9,0.1
direct_minmax,27,20,20,20,0,0,1,0
direct_minmax,28,20,20,18,2,0,0.9,0.1
direct_minmax,29,20,20,19,1,0,0.95,0.05
direct_minmax,30,20,20,20,0,0,1,0
direct_minmax,31,20,20,19,1,0,0.95,0.05
direct_minmax,32,20,20,16,4,0,0.8,0.2
direct_minmax,33,20,20,20,0,0,1,0
direct_minmax,34,20,20,18,2,0,0.9,0.1
direct_minmax,35,20,20,20,0,0,1,0
direct_minmax,36,20,20,20,0,0,1,0
direct_minmax,37,20,20,20,0,0,1,0
direct_minmax,38,20,20,19,1,0,0.95,0.05
direct_minmax,39,20,20,20,0,0,1,0
direct_minmax,40,20,20,20,0,0,1,0
direct_minmax,41,20,20,20,0,0,1,0
direct_minmax,42,20,20,20,0,0,1,0
direct_minmax,43,20,20,20,0,0,1,0
direct_minmax,44,20,20,20,0,0,1,0
direct_minmax,45,20,20,19,1,0,0.95,0.05
direct_minmax,46,20,20,20,0,0,1,0
direct_minmax,47,20,20,19,1,0,0.95,0.05
direct_minmax,48,20,20,20,0,0,1,0
direct_minmax,49,20,20,20,0,0,1,0
direct_minmax,50,20,20,20,0,0,1,0
direct_minmax,1,50,50,40,10,0,0.8,0.2
direct_minmax,2,50,50,47,3,0,0.94,0.06
direct_minmax,3,50,50,45,5,0,0.9,0.1
direct_minmax,4,50,50,43,7,0,0.86,0.14
direct_minmax,5,50,50,37,13,0,0.74,0.26
direct_minmax,6,50,50,47,3,0,0.94,0.06
direct_minmax,7,50,50,47,3,0,0.94,0.06
direct_minmax,8,50,50,38,12,0,0.76,0.24
direct_minmax,9,50,50,48,2,0,0.96,0.04
direct_minmax,10,50,50,50,0,0,1,0
direct_minmax,11,50,50,42,8,0,0.84,0.16
direct_minmax,12,50,50,44,6,0,0.88,0.12
direct_minmax,13,50,50,48,2,0,0.96,0.04
direct_minmax,14,50,50,50,0,0,1,0
direct_minmax,15,50,50,24,26,0,0.48,0.52
direct_minmax,16,50,50,49,1,0,0.98,0.02
direct_minmax,17,50,50,44,6,0,0.88,0.12
direct_minmax,18,50,50,50,0,0,1,0
direct_minmax,19,50,50,48,2,0,0.96,0.04
direct_minmax,20,50,50,47,3,0,0.94,0.06
direct_minmax,21,50,50,43,7,0,0.86,0.14
direct_minmax,22,50,50,44,6,0,0.88,0.12
direct_minmax,23,50,50,48,2,0,0.96,0.04
direct_minmax,24,50,50,49,1,0,0.98,0.02
direct_minmax,25,50,50,35,15,0,0.7,0.3
direct_minmax,26,50,50,38,12,0,0.76,0.24
direct_minmax,27,50,50,47,3,0,0.94,0.06
direct_minmax,28,50,50,45,5,0,0.9,0.1
direct_minmax,29,50,50,48,2,0,0.96,0.04
direct_minmax,30,50,50,48,2,0,0.96,0.04
direct_minmax,31,50,50,49,1,0,0.98,0.02
direct_minmax,32,50,50,29,21,0,0.58,0.42
direct_minmax,33,50,50,50,0,0,1,0
direct_minmax,34,50,50,39,11,0,0.78,0.22
direct_minmax,35,50,50,48,2,0,0.96,0.04
direct_minmax,36,50,50,49,1,0,0.98,0.02
direct_minmax,37,50,50,50,0,0,1,0
direct_minmax,38,50,50,47,3,0,0.94,0.06
direct_minmax,39,50,50,50,0,0,1,0
direct_minmax,40,50,50,50,0,0,1,0
direct_minmax,41,50,50,50,0,0,1,0
direct_minmax,42,50,50,50,0,0,1,0
direct_minmax,43,50,50,50,0,0,1,0
direct_minmax,44,50,50,50,0,0,1,0
direct_minmax,45,50,50,47,3,0,0.94,0.06
direct_minmax,46,50,50,48,2,0,0.96,0.04
direct_minmax,47,50,50,47,3,0,0.94,0.06
direct_minmax,48,50,50,46,4,0,0.92,0.08
direct_minmax,49,50,50,49,1,0,0.98,0.02
direct_minmax,50,50,50,46,4,0,0.92,0.08
direct_minmax,1,100,100,74,26,0,0.74,0.26
direct_minmax,2,100,100,88,12,0,0.88,0.12
direct_minmax,3,100,100,81,19,0,0.81,0.19
direct_minmax,4,100,100,72,28,0,0.72,0.28
direct_minmax,5,100,100,66,34,0,0.66,0.34
direct_minmax,6,100,100,80,20,0,0.8,0.2
direct_minmax,7,100,100,92,8,0,0.92,0.08
direct_minmax,8,100,100,68,32,0,0.68,0.32
direct_minmax,9,100,100,86,14,0,0.86,0.14
direct_minmax,10,100,100,88,12,0,0.88,0.12
direct_minmax,11,100,100,78,22,0,0.78,0.22
direct_minmax,12,100,100,77,23,0,0.77,0.23
direct_minmax,13,100,100,81,19,0,0.81,0.19
direct_minmax,14,100,100,95,5,0,0.95,0.05
direct_minmax,15,100,100,50,50,0,0.5,0.5
direct_minmax,16,100,100,89,11,0,0.89,0.11
direct_minmax,17,100,100,79,21,0,0.79,0.21
direct_minmax,18,100,100,94,6,0,0.94,0.06
direct_minmax,19,100,100,93,7,0,0.93,0.07
direct_minmax,20,100,100,93,7,0,0.93,0.07
direct_minmax,21,100,100,86,14,0,0.86,0.14
direct_minmax,22,100,100,86,14,0,0.86,0.14
direct_minmax,23,100,100,88,12,0,0.88,0.12
direct_minmax,24,100,100,95,5,0,0.95,0.05
direct_minmax,25,100,100,66,34,0,0.66,0.34
direct_minmax,26,100,100,64,36,0,0.64,0.36
direct_minmax,27,100,100,85,15,0,0.85,0.15
direct_minmax,28,100,100,88,12,0,0.88,0.12
direct_minmax,29,100,100,93,7,0,0.93,0.07
direct_minmax,30,100,100,85,15,0,0.85,0.15
direct_minmax,31,100,100,92,8,0,0.92,0.08
direct_minmax,32,100,100,42,58,0,0.42,0.58
direct_minmax,33,100,100,97,3,0,0.97,0.03
direct_minmax,34,100,100,67,33,0,0.67,0.33
direct_minmax,35,100,100,87,13,0,0.87,0.13
direct_minmax,36,100,100,96,4,0,0.96,0.04
direct_minmax,37,100,100,99,1,0,0.99,0.01
direct_minmax,38,100,100,96,4,0,0.96,0.04
direct_minmax,39,100,100,99,1,0,0.99,0.01
direct_minmax,40,100,100,99,1,0,0.99,0.01
direct_minmax,41,100,100,96,4,0,0.96,0.04
direct_minmax,42,100,100,100,0,0,1,0
direct_minmax,43,100,100,97,3,0,0.97,0.03
direct_minmax,44,100,100,100,0,0,1,0
direct_minmax,45,100,100,89,11,0,0.89,0.11
direct_minmax,46,100,100,78,22,0,0.78,0.22
direct_minmax,47,100,100,82,18,0,0.82,0.18
direct_minmax,48,100,100,88,12,0,0.88,0.12
direct_minmax,49,100,100,96,4,0,0.96,0.04
direct_minmax,50,100,100,86,14,0,0.86,0.14
direct_minmax,1,1000,1000,345,655,0,0.345,0.655
direct_minmax,2,1000,1000,242,758,0,0.242,0.758
direct_minmax,3,1000,1000,417,583,0,0.417,0.583
direct_minmax,4,1000,1000,327,673,0,0.327,0.673
direct_minmax,5,1000,1000,392,608,0,0.392,0.608
direct_minmax,6,1000,1000,440,560,0,0.44,0.56
direct_minmax,7,1000,1000,546,454,0,0.546,0.454
direct_minmax,8,1000,1000,324,676,0,0.324,0.676
direct_minmax,9,1000,1000,297,703,0,0.297,0.703
direct_minmax,10,1000,1000,470,530,0,0.47,0.53
direct_minmax,11,1000,1000,362,638,0,0.362,0.638
direct_minmax,12,1000,1000,350,650,0,0.35,0.65
direct_minmax,13,1000,1000,411,589,0,0.411,0.589
direct_minmax,14,1000,1000,233,767,0,0.233,0.767
direct_minmax,15,1000,1000,211,789,0,0.211,0.789
direct_minmax,16,1000,1000,374,626,0,0.374,0.626
direct_minmax,17,1000,1000,446,554,0,0.446,0.554
direct_minmax,18,1000,1000,495,505,0,0.495,0.505
direct_minmax,19,1000,1000,332,668,0,0.332,0.668
direct_minmax,20,1000,1000,511,489,0,0.511,0.489
direct_minmax,21,1000,1000,433,567,0,0.433,0.567
direct_minmax,22,1000,1000,362,638,0,0.362,0.638
direct_minmax,23,1000,1000,360,640,0,0.36,0.64
direct_minmax,24,1000,1000,395,605,0,0.395,0.605
direct_minmax,25,1000,1000,404,596,0,0.404,0.596
direct_minmax,26,1000,1000,396,604,0,0.396,0.604
direct_minmax,27,1000,1000,423,577,0,0.423,0.577
direct_minmax,28,1000,1000,481,519,0,0.481,0.519
direct_minmax,29,1000,1000,491,509,0,0.491,0.509
direct_minmax,30,1000,1000,346,654,0,0.346,0.654
direct_minmax,31,1000,1000,418,582,0,0.418,0.582
direct_minmax,32,1000,1000,185,815,0,0.185,0.815
direct_minmax,33,1000,1000,446,554,0,0.446,0.554
direct_minmax,34,1000,1000,273,727,0,0.273,0.727
direct_minmax,35,1000,1000,361,639,0,0.361,0.639
direct_minmax,36,1000,1000,560,440,0,0.56,0.44
direct_minmax,37,1000,1000,610,390,0,0.61,0.39
direct_minmax,38,1000,1000,620,380,0,0.62,0.38
direct_minmax,39,1000,1000,621,379,0,0.621,0.379
direct_minmax,40,1000,1000,571,429,0,0.571,0.429
direct_minmax,41,1000,1000,431,569,0,0.431,0.569
direct_minmax,42,1000,1000,356,644,0,0.356,0.644
direct_minmax,43,1000,1000,292,708,0,0.292,0.708
direct_minmax,44,1000,1000,534,466,0,0.534,0.466
direct_minmax,45,1000,1000,545,455,0,0.545,0.455
direct_minmax,46,1000,1000,239,761,0,0.239,0.761
direct_minmax,47,1000,1000,418,582,0,0.418,0.582
direct_minmax,48,1000,1000,307,693,0,0.307,0.693
direct_minmax,49,1000,1000,401,599,0,0.401,0.599
direct_minmax,50,1000,1000,361,639,0,0.361,0.639
uniform_random,1,20,20,0,20,0,0,1
uniform_random,2,20,20,0,20,0,0,1
uniform_random,3,20,20,0,20,0,0,1
uniform_random,4,20,20,0,20,0,0,1
uniform_random,5,20,20,0,20,0,0,1
uniform_random,6,20,20,0,20,0,0,1
uniform_random,7,20,20,0,20,0,0,1
uniform_random,8,20,20,0,20,0,0,1
uniform_random,9,20,20,0,20,0,0,1
uniform_random,10,20,20,0,20,0,0,1
uniform_random,11,20,20,0,20,0,0,1
uniform_random,12,20,20,1,19,0,0.05,0.95
uniform_random,13,20,20,0,20,0,0,1
uniform_random,14,20,20,0,20,0,0,1
uniform_random,15,20,20,0,20,0,0,1
uniform_random,16,20,20,0,20,0,0,1
uniform_random,17,20,20,0,20,0,0,1
uniform_random,18,20,20,0,20,0,0,1
uniform_random,19,20,20,1,19,0,0.05,0.95
uniform_random,20,20,20,0,20,0,0,1
uniform_random,21,20,20,0,20,0,0,1
uniform_random,22,20,20,0,20,0,0,1
uniform_random,23,20,20,0,20,0,0,1
uniform_random,24,20,20,0,20,0,0,1
uniform_random,25,20,20,0,20,0,0,1
uniform_random,26,20,20,0,20,0,0,1
uniform_random,27,20,20,1,19,0,0.05,0.95
uniform_random,28,20,20,0,20,0,0,1
uniform_random,29,20,20,0,20,0,0,1
uniform_random,30,20,20,0,20,0,0,1
uniform_random,31,20,20,0,20,0,0,1
uniform_random,32,20,20,0,20,0,0,1
uniform_random,33,20,20,0,20,0,0,1
uniform_random,34,20,20,0,20,0,0,1
uniform_random,35,20,20,0,20,0,0,1
uniform_random,36,20,20,0,20,0,0,1
uniform_random,37,20,20,0,20,0,0,1
uniform_random,38,20,20,0,20,0,0,1
uniform_random,39,20,20,0,20,0,0,1
uniform_random,40,20,20,0,20,0,0,1
uniform_random,41,20,20,0,20,0,0,1
uniform_random,42,20,20,0,20,0,0,1
uniform_random,43,20,20,0,20,0,0,1
uniform_random,44,20,20,0,20,0,0,1
uniform_random,45,20,20,0,20,0,0,1
uniform_random,46,20,20,0,20,0,0,1
uniform_random,47,20,20,0,20,0,0,1
uniform_random,48,20,20,0,20,0,0,1
uniform_random,49,20,20,1,19,0,0.05,0.95
uniform_random,50,20,20,0,20,0,0,1
uniform_random,1,50,50,1,49,0,0.02,0.98
uniform_random,2,50,50,0,50,0,0,1
uniform_random,3,50,50,0,50,0,0,1
uniform_random,4,50,50,0,50,0,0,1
uniform_random,5,50,50,0,50,0,0,1
uniform_random,6,50,50,0,50,0,0,1
uniform_random,7,50,50,0,50,0,0,1
uniform_random,8,50,50,0,50,0,0,1
uniform_random,9,50,50,0,50,0,0,1
uniform_random,10,50,50,1,49,0,0.02,0.98
uniform_random,11,50,50,0,50,0,0,1
uniform_random,12,50,50,1,49,0,0.02,0.98
uniform_random,13,50,50,0,50,0,0,1
uniform_random,14,50,50,1,49,0,0.02,0.98
uniform_random,15,50,50,1,49,0,0.02,0.98
uniform_random,16,50,50,0,50,0,0,1
uniform_random,17,50,50,0,50,0,0,1
uniform_random,18,50,50,0,50,0,0,1
uniform_random,19,50,50,1,49,0,0.02,0.98
uniform_random,20,50,50,0,50,0,0,1
uniform_random,21,50,50,0,50,0,0,1
uniform_random,22,50,50,0,50,0,0,1
uniform_random,23,50,50,0,50,0,0,1
uniform_random,24,50,50,0,50,0,0,1
uniform_random,25,50,50,1,49,0,0.02,0.98
uniform_random,26,50,50,0,50,0,0,1
uniform_random,27,50,50,1,49,0,0.02,0.98
uniform_random,28,50,50,0,50,0,0,1
uniform_random,29,50,50,0,50,0,0,1
uniform_random,30,50,50,0,50,0,0,1
uniform_random,31,50,50,1,49,0,0.02,0.98
uniform_random,32,50,50,1,49,0,0.02,0.98
uniform_random,33,50,50,0,50,0,0,1
uniform_random,34,50,50,0,50,0,0,1
uniform_random,35,50,50,0,50,0,0,1
uniform_random,36,50,50,0,50,0,0,1
uniform_random,37,50,50,0,50,0,0,1
uniform_random,38,50,50,1,49,0,0.02,0.98
uniform_random,39,50,50,0,50,0,0,1
uniform_random,40,50,50,1,49,0,0.02,0.98
uniform_random,41,50,50,0,50,0,0,1
uniform_random,42,50,50,0,50,0,0,1
uniform_random,43,50,50,0,50,0,0,1
uniform_random,44,50,50,0,50,0,0,1
uniform_random,45,50,50,0,50,0,0,1
uniform_random,46,50,50,0,50,0,0,1
uniform_random,47,50,50,0,50,0,0,1
uniform_random,48,50,50,0,50,0,0,1
uniform_random,49,50,50,1,49,0,0.02,0.98
uniform_random,50,50,50,0,50,0,0,1
uniform_random,1,100,100,1,99,0,0.01,0.99
uniform_random,2,100,100,0,100,0,0,1
uniform_random,3,100,100,0,100,0,0,1
uniform_random,4,100,100,0,100,0,0,1
uniform_random,5,100,100,0,100,0,0,1
uniform_random,6,100,100,0,100,0,0,1
uniform_random,7,100,100,0,100,0,0,1
uniform_random,8,100,100,0,100,0,0,1
uniform_random,9,100,100,0,100,0,0,1
uniform_random,10,100,100,2,98,0,0.02,0.98
uniform_random,11,100,100,2,98,0,0.02,0.98
uniform_random,12,100,100,1,99,0,0.01,0.99
uniform_random,13,100,100,2,98,0,0.02,0.98
uniform_random,14,100,100,1,99,0,0.01,0.99
uniform_random,15,100,100,2,98,0,0.02,0.98
uniform_random,16,100,100,0,100,0,0,1
uniform_random,17,100,100,0,100,0,0,1
uniform_random,18,100,100,1,99,0,0.01,0.99
uniform_random,19,100,100,1,99,0,0.01,0.99
uniform_random,20,100,100,0,100,0,0,1
uniform_random,21,100,100,0,100,0,0,1
uniform_random,22,100,100,0,100,0,0,1
uniform_random,23,100,100,0,100,0,0,1
uniform_random,24,100,100,1,99,0,0.01,0.99
uniform_random,25,100,100,1,99,0,0.01,0.99
uniform_random,26,100,100,0,100,0,0,1
uniform_random,27,100,100,1,99,0,0.01,0.99
uniform_random,28,100,100,1,99,0,0.01,0.99
uniform_random,29,100,100,0,100,0,0,1
uniform_random,30,100,100,0,100,0,0,1
uniform_random,31,100,100,2,98,0,0.02,0.98
uniform_random,32,100,100,1,99,0,0.01,0.99
uniform_random,33,100,100,0,100,0,0,1
uniform_random,34,100,100,2,98,0,0.02,0.98
uniform_random,35,100,100,2,98,0,0.02,0.98
uniform_random,36,100,100,1,99,0,0.01,0.99
uniform_random,37,100,100,1,99,0,0.01,0.99
uniform_random,38,100,100,2,98,0,0.02,0.98
uniform_random,39,100,100,0,100,0,0,1
uniform_random,40,100,100,1,99,0,0.01,0.99
uniform_random,41,100,100,0,100,0,0,1
uniform_random,42,100,100,0,100,0,0,1
uniform_random,43,100,100,0,100,0,0,1
uniform_random,44,100,100,0,100,0,0,1
uniform_random,45,100,100,0,100,0,0,1
uniform_random,46,100,100,0,100,0,0,1
uniform_random,47,100,100,2,98,0,0.02,0.98
uniform_random,48,100,100,0,100,0,0,1
uniform_random,49,100,100,1,99,0,0.01,0.99
uniform_random,50,100,100,1,99,0,0.01,0.99
uniform_random,1,1000,1000,9,991,0,0.009,0.991
uniform_random,2,1000,1000,6,994,0,0.006,0.994
uniform_random,3,1000,1000,7,993,0,0.007,0.993
uniform_random,4,1000,1000,8,992,0,0.008,0.992
uniform_random,5,1000,1000,10,990,0,0.01,0.99
uniform_random,6,1000,1000,10,990,0,0.01,0.99
uniform_random,7,1000,1000,9,991,0,0.009,0.991
uniform_random,8,1000,1000,9,991,0,0.009,0.991
uniform_random,9,1000,1000,11,989,0,0.011,0.989
uniform_random,10,1000,1000,11,989,0,0.011,0.989
uniform_random,11,1000,1000,11,989,0,0.011,0.989
uniform_random,12,1000,1000,9,991,0,0.009,0.991
uniform_random,13,1000,1000,16,984,0,0.016,0.984
uniform_random,14,1000,1000,9,991,0,0.009,0.991
uniform_random,15,1000,1000,14,986,0,0.014,0.986
uniform_random,16,1000,1000,8,992,0,0.008,0.992
uniform_random,17,1000,1000,5,995,0,0.005,0.995
uniform_random,18,1000,1000,9,991,0,0.009,0.991
uniform_random,19,1000,1000,12,988,0,0.012,0.988
uniform_random,20,1000,1000,10,990,0,0.01,0.99
uniform_random,21,1000,1000,8,992,0,0.008,0.992
uniform_random,22,1000,1000,12,988,0,0.012,0.988
uniform_random,23,1000,1000,10,990,0,0.01,0.99
uniform_random,24,1000,1000,9,991,0,0.009,0.991
uniform_random,25,1000,1000,8,992,0,0.008,0.992
uniform_random,26,1000,1000,7,993,0,0.007,0.993
uniform_random,27,1000,1000,7,993,0,0.007,0.993
uniform_random,28,1000,1000,8,992,0,0.008,0.992
uniform_random,29,1000,1000,7,993,0,0.007,0.993
uniform_random,30,1000,1000,7,993,0,0.007,0.993
uniform_random,31,1000,1000,12,988,0,0.012,0.988
uniform_random,32,1000,1000,5,995,0,0.005,0.995
uniform_random,33,1000,1000,8,992,0,0.008,0.992
uniform_random,34,1000,1000,12,988,0,0.012,0.988
uniform_random,35,1000,1000,5,995,0,0.005,0.995
uniform_random,36,1000,1000,8,992,0,0.008,0.992
uniform_random,37,1000,1000,8,992,0,0.008,0.992
uniform_random,38,1000,1000,12,988,0,0.012,0.988
uniform_random,39,1000,1000,7,993,0,0.007,0.993
uniform_random,40,1000,1000,5,995,0,0.005,0.995
uniform_random,41,1000,1000,4,996,0,0.004,0.996
uniform_random,42,1000,1000,3,997,0,0.003,0.997
uniform_random,43,1000,1000,3,997,0,0.003,0.997
uniform_random,44,1000,1000,7,993,0,0.007,0.993
uniform_random,45,1000,1000,8,992,0,0.008,0.992
uniform_random,46,1000,1000,1,999,0,0.001,0.999
uniform_random,47,1000,1000,5,995,0,0.005,0.995
uniform_random,48,1000,1000,4,996,0,0.004,0.996
uniform_random,49,1000,1000,6,994,0,0.006,0.994
uniform_random,50,1000,1000,9,991,0,0.009,0.991
direct_mmr,1,20,20,2,18,0,0.1,0.9
direct_mmr,2,20,20,6,14,0,0.3,0.7
direct_mmr,3,20,20,2,18,0,0.1,0.9
direct_mmr,4,20,20,3,17,0,0.15,0.85
direct_mmr,5,20,20,2,18,0,0.1,0.9
direct_mmr,6,20,20,1,19,0,0.05,0.95
direct_mmr,7,20,20,2,18,0,0.1,0.9
direct_mmr,8,20,20,2,18,0,0.1,0.9
direct_mmr,9,20,20,2,18,0,0.1,0.9
direct_mmr,10,20,20,2,18,0,0.1,0.9
direct_mmr,11,20,20,3,17,0,0.15,0.85
direct_mmr,12,20,20,4,16,0,0.2,0.8
direct_mmr,13,20,20,3,17,0,0.15,0.85
direct_mmr,14,20,20,6,14,0,0.3,0.7
direct_mmr,15,20,20,6,14,0,0.3,0.7
direct_mmr,16,20,20,4,16,0,0.2,0.8
direct_mmr,17,20,20,2,18,0,0.1,0.9
direct_mmr,18,20,20,2,18,0,0.1,0.9
direct_mmr,19,20,20,5,15,0,0.25,0.75
direct_mmr,20,20,20,3,17,0,0.15,0.85
direct_mmr,21,20,20,0,20,0,0,1
direct_mmr,22,20,20,3,17,0,0.15,0.85
direct_mmr,23,20,20,1,19,0,0.05,0.95
direct_mmr,24,20,20,1,19,0,0.05,0.95
direct_mmr,25,20,20,4,16,0,0.2,0.8
direct_mmr,26,20,20,0,20,0,0,1
direct_mmr,27,20,20,4,16,0,0.2,0.8
direct_mmr,28,20,20,0,20,0,0,1
direct_mmr,29,20,20,2,18,0,0.1,0.9
direct_mmr,30,20,20,4,16,0,0.2,0.8
direct_mmr,31,20,20,1,19,0,0.05,0.95
direct_mmr,32,20,20,4,16,0,0.2,0.8
direct_mmr,33,20,20,3,17,0,0.15,0.85
direct_mmr,34,20,20,2,18,0,0.1,0.9
direct_mmr,35,20,20,8,12,0,0.4,0.6
direct_mmr,36,20,20,2,18,0,0.1,0.9
direct_mmr,37,20,20,3,17,0,0.15,0.85
direct_mmr,38,20,20,3,17,0,0.15,0.85
direct_mmr,39,20,20,2,18,0,0.1,0.9
direct_mmr,40,20,20,5,15,0,0.25,0.75
direct_mmr,41,20,20,4,16,0,0.2,0.8
direct_mmr,42,20,20,3,17,0,0.15,0.85
direct_mmr,43,20,20,5,15,0,0.25,0.75
direct_mmr,44,20,20,3,17,0,0.15,0.85
direct_mmr,45,20,20,3,17,0,0.15,0.85
direct_mmr,46,20,20,4,16,0,0.2,0.8
direct_mmr,47,20,20,2,18,0,0.1,0.9
direct_mmr,48,20,20,4,16,0,0.2,0.8
direct_mmr,49,20,20,1,19,0,0.05,0.95
direct_mmr,50,20,20,6,14,0,0.3,0.7
direct_mmr,1,50,50,2,48,0,0.04,0.96
direct_mmr,2,50,50,12,38,0,0.24,0.76
direct_mmr,3,50,50,7,43,0,0.14,0.86
direct_mmr,4,50,50,5,45,0,0.1,0.9
direct_mmr,5,50,50,5,45,0,0.1,0.9
direct_mmr,6,50,50,5,45,0,0.1,0.9
direct_mmr,7,50,50,5,45,0,0.1,0.9
direct_mmr,8,50,50,5,45,0,0.1,0.9
direct_mmr,9,50,50,8,42,0,0.16,0.84
direct_mmr,10,50,50,3,47,0,0.06,0.94
direct_mmr,11,50,50,8,42,0,0.16,0.84
direct_mmr,12,50,50,7,43,0,0.14,0.86
direct_mmr,13,50,50,9,41,0,0.18,0.82
direct_mmr,14,50,50,12,38,0,0.24,0.76
direct_mmr,15,50,50,10,40,0,0.2,0.8
direct_mmr,16,50,50,8,42,0,0.16,0.84
direct_mmr,17,50,50,3,47,0,0.06,0.94
direct_mmr,18,50,50,8,42,0,0.16,0.84
direct_mmr,19,50,50,9,41,0,0.18,0.82
direct_mmr,20,50,50,7,43,0,0.14,0.86
direct_mmr,21,50,50,1,49,0,0.02,0.98
direct_mmr,22,50,50,5,45,0,0.1,0.9
direct_mmr,23,50,50,4,46,0,0.08,0.92
direct_mmr,24,50,50,3,47,0,0.06,0.94
direct_mmr,25,50,50,7,43,0,0.14,0.86
direct_mmr,26,50,50,2,48,0,0.04,0.96
direct_mmr,27,50,50,6,44,0,0.12,0.88
direct_mmr,28,50,50,0,50,0,0,1
direct_mmr,29,50,50,3,47,0,0.06,0.94
direct_mmr,30,50,50,5,45,0,0.1,0.9
direct_mmr,31,50,50,6,44,0,0.12,0.88
direct_mmr,32,50,50,6,44,0,0.12,0.88
direct_mmr,33,50,50,4,46,0,0.08,0.92
direct_mmr,34,50,50,7,43,0,0.14,0.86
direct_mmr,35,50,50,11,39,0,0.22,0.78
direct_mmr,36,50,50,4,46,0,0.08,0.92
direct_mmr,37,50,50,9,41,0,0.18,0.82
direct_mmr,38,50,50,10,40,0,0.2,0.8
direct_mmr,39,50,50,6,44,0,0.12,0.88
direct_mmr,40,50,50,10,40,0,0.2,0.8
direct_mmr,41,50,50,8,42,0,0.16,0.84
direct_mmr,42,50,50,4,46,0,0.08,0.92
direct_mmr,43,50,50,13,37,0,0.26,0.74
direct_mmr,44,50,50,7,43,0,0.14,0.86
direct_mmr,45,50,50,6,44,0,0.12,0.88
direct_mmr,46,50,50,10,40,0,0.2,0.8
direct_mmr,47,50,50,6,44,0,0.12,0.88
direct_mmr,48,50,50,8,42,0,0.16,0.84
direct_mmr,49,50,50,6,44,0,0.12,0.88
direct_mmr,50,50,50,11,39,0,0.22,0.78
direct_mmr,1,100,100,6,94,0,0.06,0.94
direct_mmr,2,100,100,18,82,0,0.18,0.82
direct_mmr,3,100,100,15,85,0,0.15,0.85
direct_mmr,4,100,100,10,90,0,0.1,0.9
direct_mmr,5,100,100,12,88,0,0.12,0.88
direct_mmr,6,100,100,11,89,0,0.11,0.89
direct_mmr,7,100,100,8,92,0,0.08,0.92
direct_mmr,8,100,100,10,90,0,0.1,0.9
direct_mmr,9,100,100,11,89,0,0.11,0.89
direct_mmr,10,100,100,10,90,0,0.1,0.9
direct_mmr,11,100,100,12,88,0,0.12,0.88
direct_mmr,12,100,100,15,85,0,0.15,0.85
direct_mmr,13,100,100,14,86,0,0.14,0.86
direct_mmr,14,100,100,21,79,0,0.21,0.79
direct_mmr,15,100,100,15,85,0,0.15,0.85
direct_mmr,16,100,100,16,84,0,0.16,0.84
direct_mmr,17,100,100,10,90,0,0.1,0.9
direct_mmr,18,100,100,14,86,0,0.14,0.86
direct_mmr,19,100,100,15,85,0,0.15,0.85
direct_mmr,20,100,100,13,87,0,0.13,0.87
