method,query_id,label_rule,precision_k,recall_k,n_qrel_relevant,n_observed_relevant_at_precision_k,n_observed_relevant_at_recall_k,observed_precision,observed_recall
direct_minmax,31,relaxed_ge1,20,1000,353,7,111,0.35,0.314447592068
direct_minmax,32,relaxed_ge1,20,1000,216,9,54,0.45,0.25
direct_minmax,33,relaxed_ge1,20,1000,281,17,179,0.85,0.637010676157
direct_minmax,34,relaxed_ge1,20,1000,172,8,74,0.4,0.43023255814
direct_minmax,35,relaxed_ge1,20,1000,218,14,130,0.7,0.596330275229
direct_minmax,36,relaxed_ge1,20,1000,611,19,432,0.95,0.707037643208
direct_minmax,37,relaxed_ge1,20,1000,450,16,345,0.8,0.766666666667
direct_minmax,38,relaxed_ge1,20,1000,1266,18,541,0.9,0.427330173776
direct_minmax,39,relaxed_ge1,20,1000,860,20,590,1,0.686046511628
direct_minmax,40,relaxed_ge1,20,1000,556,20,434,1,0.780575539568
direct_minmax,41,relaxed_ge1,20,1000,311,18,227,0.9,0.729903536977
direct_minmax,42,relaxed_ge1,20,1000,243,20,200,1,0.82304526749
direct_minmax,43,relaxed_ge1,20,1000,253,17,171,0.85,0.675889328063
direct_minmax,44,relaxed_ge1,20,1000,483,20,398,1,0.824016563147
direct_minmax,45,relaxed_ge1,20,1000,806,19,504,0.95,0.625310173697
direct_minmax,46,relaxed_ge1,20,1000,182,19,115,0.95,0.631868131868
direct_minmax,47,relaxed_ge1,20,1000,420,15,262,0.75,0.62380952381
direct_minmax,48,relaxed_ge1,20,1000,444,20,257,1,0.578828828829
direct_minmax,49,relaxed_ge1,20,1000,247,15,152,0.75,0.615384615385
direct_minmax,50,relaxed_ge1,20,1000,137,14,85,0.7,0.620437956204
uniform_random,1,strict_eq2,20,1000,305,0,2,0,0.00655737704918
uniform_random,2,strict_eq2,20,1000,243,0,1,0,0.00411522633745
uniform_random,3,strict_eq2,20,1000,198,0,1,0,0.00505050505051
uniform_random,4,strict_eq2,20,1000,218,0,1,0,0.0045871559633
uniform_random,5,strict_eq2,20,1000,294,0,2,0,0.00680272108844
uniform_random,6,strict_eq2,20,1000,638,0,4,0,0.00626959247649
uniform_random,7,strict_eq2,20,1000,433,0,2,0,0.00461893764434
uniform_random,8,strict_eq2,20,1000,247,0,0,0,0
uniform_random,9,strict_eq2,20,1000,92,0,0,0,0
uniform_random,10,strict_eq2,20,1000,278,0,3,0,0.0107913669065
uniform_random,11,strict_eq2,20,1000,203,0,0,0,0
uniform_random,12,strict_eq2,20,1000,347,0,2,0,0.00576368876081
uniform_random,13,strict_eq2,20,1000,235,0,1,0,0.00425531914894
uniform_random,14,strict_eq2,20,1000,92,0,1,0,0.0108695652174
uniform_random,15,strict_eq2,20,1000,165,0,1,0,0.00606060606061
uniform_random,16,strict_eq2,20,1000,156,0,3,0,0.0192307692308
uniform_random,17,strict_eq2,20,1000,311,0,3,0,0.0096463022508
uniform_random,18,strict_eq2,20,1000,325,0,1,0,0.00307692307692
uniform_random,19,strict_eq2,20,1000,45,0,1,0,0.0222222222222
uniform_random,20,strict_eq2,20,1000,419,0,5,0,0.0119331742243
uniform_random,21,strict_eq2,20,1000,554,0,2,0,0.00361010830325
uniform_random,22,strict_eq2,20,1000,340,0,3,0,0.00882352941176
uniform_random,23,strict_eq2,20,1000,190,0,0,0,0
uniform_random,24,strict_eq2,20,1000,264,0,2,0,0.00757575757576
uniform_random,25,strict_eq2,20,1000,375,0,2,0,0.00533333333333
uniform_random,26,strict_eq2,20,1000,635,0,1,0,0.00157480314961
uniform_random,27,strict_eq2,20,1000,289,1,2,0.05,0.00692041522491
uniform_random,28,strict_eq2,20,1000,481,0,4,0,0.00831600831601
uniform_random,29,strict_eq2,20,1000,342,0,5,0,0.0146198830409
uniform_random,30,strict_eq2,20,1000,171,0,0,0,0
uniform_random,31,strict_eq2,20,1000,148,0,1,0,0.00675675675676
uniform_random,32,strict_eq2,20,1000,144,0,0,0,0
uniform_random,33,strict_eq2,20,1000,168,0,1,0,0.00595238095238
uniform_random,34,strict_eq2,20,1000,104,0,1,0,0.00961538461538
uniform_random,35,strict_eq2,20,1000,188,0,0,0,0
uniform_random,36,strict_eq2,20,1000,508,0,3,0,0.00590551181102
uniform_random,37,strict_eq2,20,1000,317,0,1,0,0.00315457413249
uniform_random,38,strict_eq2,20,1000,689,0,3,0,0.00435413642961
uniform_random,39,strict_eq2,20,1000,460,0,5,0,0.0108695652174
uniform_random,40,strict_eq2,20,1000,348,0,0,0,0
uniform_random,41,strict_eq2,20,1000,230,0,2,0,0.00869565217391
uniform_random,42,strict_eq2,20,1000,222,0,2,0,0.00900900900901
uniform_random,43,strict_eq2,20,1000,166,0,1,0,0.00602409638554
uniform_random,44,strict_eq2,20,1000,318,0,2,0,0.0062893081761
uniform_random,45,strict_eq2,20,1000,490,0,3,0,0.00612244897959
uniform_random,46,strict_eq2,20,1000,85,0,1,0,0.0117647058824
uniform_random,47,strict_eq2,20,1000,317,0,0,0,0
uniform_random,48,strict_eq2,20,1000,257,0,1,0,0.00389105058366
uniform_random,49,strict_eq2,20,1000,126,0,3,0,0.0238095238095
uniform_random,50,strict_eq2,20,1000,47,0,0,0,0
uniform_random,1,relaxed_ge1,20,1000,637,0,3,0,0.00470957613815
uniform_random,2,relaxed_ge1,20,1000,314,0,1,0,0.0031847133758
uniform_random,3,relaxed_ge1,20,1000,628,0,1,0,0.0015923566879
uniform_random,4,relaxed_ge1,20,1000,529,0,3,0,0.00567107750473
uniform_random,5,relaxed_ge1,20,1000,614,0,5,0,0.00814332247557
uniform_random,6,relaxed_ge1,20,1000,959,0,5,0,0.00521376433785
uniform_random,7,relaxed_ge1,20,1000,481,0,3,0,0.00623700623701
uniform_random,8,relaxed_ge1,20,1000,632,0,1,0,0.00158227848101
uniform_random,9,relaxed_ge1,20,1000,191,0,0,0,0
uniform_random,10,relaxed_ge1,20,1000,475,0,4,0,0.00842105263158
uniform_random,11,relaxed_ge1,20,1000,415,0,1,0,0.00240963855422
uniform_random,12,relaxed_ge1,20,1000,616,0,4,0,0.00649350649351
uniform_random,13,relaxed_ge1,20,1000,867,0,7,0,0.0080738177624
uniform_random,14,relaxed_ge1,20,1000,255,0,5,0,0.0196078431373
uniform_random,15,relaxed_ge1,20,1000,423,0,1,0,0.00236406619385
uniform_random,16,relaxed_ge1,20,1000,387,0,6,0,0.015503875969
uniform_random,17,relaxed_ge1,20,1000,668,0,4,0,0.0059880239521
uniform_random,18,relaxed_ge1,20,1000,628,0,5,0,0.00796178343949
uniform_random,19,relaxed_ge1,20,1000,111,0,2,0,0.018018018018
uniform_random,20,relaxed_ge1,20,1000,702,0,7,0,0.00997150997151
uniform_random,21,relaxed_ge1,20,1000,630,0,2,0,0.0031746031746
uniform_random,22,relaxed_ge1,20,1000,546,0,5,0,0.00915750915751
uniform_random,23,relaxed_ge1,20,1000,371,0,1,0,0.00269541778976
uniform_random,24,relaxed_ge1,20,1000,404,0,2,0,0.0049504950495
uniform_random,25,relaxed_ge1,20,1000,529,0,2,0,0.00378071833648
uniform_random,26,relaxed_ge1,20,1000,778,0,2,0,0.0025706940874
uniform_random,27,relaxed_ge1,20,1000,849,1,6,0.05,0.00706713780919
uniform_random,28,relaxed_ge1,20,1000,551,0,4,0,0.00725952813067
uniform_random,29,relaxed_ge1,20,1000,604,0,6,0,0.00993377483444
uniform_random,30,relaxed_ge1,20,1000,370,0,0,0,0
uniform_random,31,relaxed_ge1,20,1000,353,0,4,0,0.0113314447592
uniform_random,32,relaxed_ge1,20,1000,216,0,1,0,0.00462962962963
uniform_random,33,relaxed_ge1,20,1000,281,0,3,0,0.0106761565836
uniform_random,34,relaxed_ge1,20,1000,172,0,1,0,0.00581395348837
uniform_random,35,relaxed_ge1,20,1000,218,0,0,0,0
uniform_random,36,relaxed_ge1,20,1000,611,0,3,0,0.00490998363339
uniform_random,37,relaxed_ge1,20,1000,450,0,2,0,0.00444444444444
uniform_random,38,relaxed_ge1,20,1000,1266,0,8,0,0.00631911532385
uniform_random,39,relaxed_ge1,20,1000,860,0,6,0,0.00697674418605
uniform_random,40,relaxed_ge1,20,1000,556,0,0,0,0
uniform_random,41,relaxed_ge1,20,1000,311,0,2,0,0.0064308681672
uniform_random,42,relaxed_ge1,20,1000,243,0,3,0,0.0123456790123
uniform_random,43,relaxed_ge1,20,1000,253,0,1,0,0.00395256916996
uniform_random,44,relaxed_ge1,20,1000,483,0,3,0,0.00621118012422
uniform_random,45,relaxed_ge1,20,1000,806,0,7,0,0.00868486352357
uniform_random,46,relaxed_ge1,20,1000,182,0,1,0,0.00549450549451
uniform_random,47,relaxed_ge1,20,1000,420,0,0,0,0
uniform_random,48,relaxed_ge1,20,1000,444,0,4,0,0.00900900900901
uniform_random,49,relaxed_ge1,20,1000,247,0,4,0,0.0161943319838
uniform_random,50,relaxed_ge1,20,1000,137,0,0,0,0
direct_mmr,1,strict_eq2,20,1000,305,0,15,0,0.0491803278689
direct_mmr,2,strict_eq2,20,1000,243,1,20,0.05,0.082304526749
direct_mmr,3,strict_eq2,20,1000,198,0,29,0,0.146464646465
direct_mmr,4,strict_eq2,20,1000,218,0,27,0,0.123853211009
direct_mmr,5,strict_eq2,20,1000,294,0,63,0,0.214285714286
direct_mmr,6,strict_eq2,20,1000,638,0,57,0,0.08934169279
direct_mmr,7,strict_eq2,20,1000,433,1,48,0.05,0.110854503464
direct_mmr,8,strict_eq2,20,1000,247,1,37,0.05,0.14979757085
direct_mmr,9,strict_eq2,20,1000,92,1,19,0.05,0.20652173913
direct_mmr,10,strict_eq2,20,1000,278,0,43,0,0.154676258993
direct_mmr,11,strict_eq2,20,1000,203,0,21,0,0.103448275862
direct_mmr,12,strict_eq2,20,1000,347,1,29,0.05,0.0835734870317
direct_mmr,13,strict_eq2,20,1000,235,0,19,0,0.0808510638298
direct_mmr,14,strict_eq2,20,1000,92,2,21,0.1,0.228260869565
direct_mmr,15,strict_eq2,20,1000,165,1,13,0.05,0.0787878787879
direct_mmr,16,strict_eq2,20,1000,156,1,23,0.05,0.147435897436
direct_mmr,17,strict_eq2,20,1000,311,1,22,0.05,0.0707395498392
direct_mmr,18,strict_eq2,20,1000,325,1,71,0.05,0.218461538462
direct_mmr,19,strict_eq2,20,1000,45,0,12,0,0.266666666667
direct_mmr,20,strict_eq2,20,1000,419,0,97,0,0.231503579952
direct_mmr,21,strict_eq2,20,1000,554,0,29,0,0.0523465703971
direct_mmr,22,strict_eq2,20,1000,340,1,40,0.05,0.117647058824
direct_mmr,23,strict_eq2,20,1000,190,1,20,0.05,0.105263157895
direct_mmr,24,strict_eq2,20,1000,264,0,58,0,0.219696969697
direct_mmr,25,strict_eq2,20,1000,375,0,50,0,0.133333333333
direct_mmr,26,strict_eq2,20,1000,635,0,66,0,0.103937007874
direct_mmr,27,strict_eq2,20,1000,289,2,47,0.1,0.162629757785
direct_mmr,28,strict_eq2,20,1000,481,0,84,0,0.174636174636
direct_mmr,29,strict_eq2,20,1000,342,1,51,0.05,0.149122807018
direct_mmr,30,strict_eq2,20,1000,171,2,45,0.1,0.263157894737
direct_mmr,31,strict_eq2,20,1000,148,0,15,0,0.101351351351
direct_mmr,32,strict_eq2,20,1000,144,0,7,0,0.0486111111111
direct_mmr,33,strict_eq2,20,1000,168,1,13,0.05,0.077380952381
direct_mmr,34,strict_eq2,20,1000,104,0,17,0,0.163461538462
direct_mmr,35,strict_eq2,20,1000,188,2,30,0.1,0.159574468085
direct_mmr,36,strict_eq2,20,1000,508,1,98,0.05,0.192913385827
direct_mmr,37,strict_eq2,20,1000,317,1,58,0.05,0.182965299685
direct_mmr,38,strict_eq2,20,1000,689,1,88,0.05,0.127721335269
direct_mmr,39,strict_eq2,20,1000,460,2,85,0.1,0.184782608696
direct_mmr,40,strict_eq2,20,1000,348,1,86,0.05,0.247126436782
direct_mmr,41,strict_eq2,20,1000,230,1,44,0.05,0.191304347826
direct_mmr,42,strict_eq2,20,1000,222,1,85,0.05,0.382882882883
direct_mmr,43,strict_eq2,20,1000,166,1,52,0.05,0.313253012048
direct_mmr,44,strict_eq2,20,1000,318,2,90,0.1,0.283018867925
direct_mmr,45,strict_eq2,20,1000,490,0,65,0,0.132653061224
direct_mmr,46,strict_eq2,20,1000,85,1,18,0.05,0.211764705882
direct_mmr,47,strict_eq2,20,1000,317,0,26,0,0.0820189274448
direct_mmr,48,strict_eq2,20,1000,257,1,71,0.05,0.27626459144
direct_mmr,49,strict_eq2,20,1000,126,0,23,0,0.18253968254
direct_mmr,50,strict_eq2,20,1000,47,1,12,0.05,0.255319148936
direct_mmr,1,relaxed_ge1,20,1000,637,1,30,0.05,0.0470957613815
direct_mmr,2,relaxed_ge1,20,1000,314,1,34,0.05,0.108280254777
direct_mmr,3,relaxed_ge1,20,1000,628,0,68,0,0.108280254777
direct_mmr,4,relaxed_ge1,20,1000,529,1,52,0.05,0.0982986767486
direct_mmr,5,relaxed_ge1,20,1000,614,0,95,0,0.154723127036
direct_mmr,6,relaxed_ge1,20,1000,959,1,89,0.05,0.0928050052138
direct_mmr,7,relaxed_ge1,20,1000,481,1,54,0.05,0.112266112266
direct_mmr,8,relaxed_ge1,20,1000,632,1,64,0.05,0.101265822785
direct_mmr,9,relaxed_ge1,20,1000,191,1,33,0.05,0.17277486911
direct_mmr,10,relaxed_ge1,20,1000,475,1,78,0.05,0.164210526316
direct_mmr,11,relaxed_ge1,20,1000,415,1,45,0.05,0.10843373494
direct_mmr,12,relaxed_ge1,20,1000,616,3,61,0.15,0.099025974026
direct_mmr,13,relaxed_ge1,20,1000,867,3,84,0.15,0.0968858131488
direct_mmr,14,relaxed_ge1,20,1000,255,2,43,0.1,0.16862745098
direct_mmr,15,relaxed_ge1,20,1000,423,1,33,0.05,0.0780141843972
direct_mmr,16,relaxed_ge1,20,1000,387,1,50,0.05,0.129198966408
direct_mmr,17,relaxed_ge1,20,1000,668,1,49,0.05,0.0733532934132
direct_mmr,18,relaxed_ge1,20,1000,628,1,131,0.05,0.208598726115
direct_mmr,19,relaxed_ge1,20,1000,111,1,29,0.05,0.261261261261
direct_mmr,20,relaxed_ge1,20,1000,702,1,135,0.05,0.192307692308
direct_mmr,21,relaxed_ge1,20,1000,630,0,36,0,0.0571428571429
direct_mmr,22,relaxed_ge1,20,1000,546,1,70,0.05,0.128205128205
direct_mmr,23,relaxed_ge1,20,1000,371,1,41,0.05,0.11051212938
direct_mmr,24,relaxed_ge1,20,1000,404,1,82,0.05,0.20297029703
direct_mmr,25,relaxed_ge1,20,1000,529,0,66,0,0.124763705104
direct_mmr,26,relaxed_ge1,20,1000,778,0,75,0,0.0964010282776
direct_mmr,27,relaxed_ge1,20,1000,849,2,96,0.1,0.113074204947
direct_mmr,28,relaxed_ge1,20,1000,551,0,94,0,0.170598911071
direct_mmr,29,relaxed_ge1,20,1000,604,1,84,0.05,0.139072847682
direct_mmr,30,relaxed_ge1,20,1000,370,3,76,0.15,0.205405405405
direct_mmr,31,relaxed_ge1,20,1000,353,0,34,0,0.0963172804533
direct_mmr,32,relaxed_ge1,20,1000,216,0,12,0,0.0555555555556
direct_mmr,33,relaxed_ge1,20,1000,281,1,22,0.05,0.0782918149466
direct_mmr,34,relaxed_ge1,20,1000,172,0,22,0,0.127906976744
direct_mmr,35,relaxed_ge1,20,1000,218,2,39,0.1,0.178899082569
direct_mmr,36,relaxed_ge1,20,1000,611,1,115,0.05,0.18821603928
direct_mmr,37,relaxed_ge1,20,1000,450,1,80,0.05,0.177777777778
direct_mmr,38,relaxed_ge1,20,1000,1266,1,166,0.05,0.13112164297
direct_mmr,39,relaxed_ge1,20,1000,860,2,163,0.1,0.189534883721
direct_mmr,40,relaxed_ge1,20,1000,556,1,118,0.05,0.212230215827
direct_mmr,41,relaxed_ge1,20,1000,311,1,61,0.05,0.1961414791
direct_mmr,42,relaxed_ge1,20,1000,243,1,94,0.05,0.38683127572
direct_mmr,43,relaxed_ge1,20,1000,253,1,67,0.05,0.264822134387
direct_mmr,44,relaxed_ge1,20,1000,483,2,134,0.1,0.277432712215
direct_mmr,45,relaxed_ge1,20,1000,806,1,123,0.05,0.152605459057
direct_mmr,46,relaxed_ge1,20,1000,182,1,38,0.05,0.208791208791
direct_mmr,47,relaxed_ge1,20,1000,420,0,47,0,0.111904761905
direct_mmr,48,relaxed_ge1,20,1000,444,1,112,0.05,0.252252252252
direct_mmr,49,relaxed_ge1,20,1000,247,0,35,0,0.141700404858
direct_mmr,50,relaxed_ge1,20,1000,137,1,33,0.05,0.240875912409
direct_mmr_rerank,1,strict_eq2,20,1000,305,0,83,0,0.272131147541
direct_mmr_rerank,2,strict_eq2,20,1000,243,1,103,0.05,0.423868312757
direct_mmr_rerank,3,strict_eq2,20,1000,198,2,115,0.1,0.580808080808
direct_mmr_rerank,4,strict_eq2,20,1000,218,1,91,0.05,0.417431192661
direct_mmr_rerank,5,strict_eq2,20,1000,294,1,149,0.05,0.506802721088
direct_mmr_rerank,6,strict_eq2,20,1000,638,2,302,0.1,0.473354231975
direct_mmr_rerank,7,strict_eq2,20,1000,433,2,345,0.1,0.796766743649
direct_mmr_rerank,8,strict_eq2,20,1000,247,3,133,0.15,0.538461538462
direct_mmr_rerank,9,strict_eq2,20,1000,92,1,63,0.05,0.684782608696
direct_mmr_rerank,10,strict_eq2,20,1000,278,0,188,0,0.676258992806
direct_mmr_rerank,11,strict_eq2,20,1000,203,1,72,0.05,0.354679802956
direct_mmr_rerank,12,strict_eq2,20,1000,347,2,81,0.1,0.233429394813
direct_mmr_rerank,13,strict_eq2,20,1000,235,0,113,0,0.48085106383
direct_mmr_rerank,14,strict_eq2,20,1000,92,2,48,0.1,0.521739130435
direct_mmr_rerank,15,strict_eq2,20,1000,165,1,25,0.05,0.151515151515
direct_mmr_rerank,16,strict_eq2,20,1000,156,1,92,0.05,0.589743589744
direct_mmr_rerank,17,strict_eq2,20,1000,311,2,161,0.1,0.51768488746
direct_mmr_rerank,18,strict_eq2,20,1000,325,3,216,0.15,0.664615384615
direct_mmr_rerank,19,strict_eq2,20,1000,45,0,32,0,0.711111111111
direct_mmr_rerank,20,strict_eq2,20,1000,419,0,345,0,0.82338902148
direct_mmr_rerank,21,strict_eq2,20,1000,554,1,255,0.05,0.460288808664
direct_mmr_rerank,22,strict_eq2,20,1000,340,1,241,0.05,0.708823529412
direct_mmr_rerank,23,strict_eq2,20,1000,190,1,135,0.05,0.710526315789
direct_mmr_rerank,24,strict_eq2,20,1000,264,0,248,0,0.939393939394
direct_mmr_rerank,25,strict_eq2,20,1000,375,2,170,0.1,0.453333333333
direct_mmr_rerank,26,strict_eq2,20,1000,635,4,277,0.2,0.436220472441
direct_mmr_rerank,27,strict_eq2,20,1000,289,2,227,0.1,0.785467128028
direct_mmr_rerank,28,strict_eq2,20,1000,481,4,409,0.2,0.850311850312
direct_mmr_rerank,29,strict_eq2,20,1000,342,2,220,0.1,0.643274853801
direct_mmr_rerank,30,strict_eq2,20,1000,171,2,154,0.1,0.900584795322
direct_mmr_rerank,31,strict_eq2,20,1000,148,0,41,0,0.277027027027
direct_mmr_rerank,32,strict_eq2,20,1000,144,1,37,0.05,0.256944444444
direct_mmr_rerank,33,strict_eq2,20,1000,168,1,112,0.05,0.666666666667
direct_mmr_rerank,34,strict_eq2,20,1000,104,0,47,0,0.451923076923
direct_mmr_rerank,35,strict_eq2,20,1000,188,2,116,0.1,0.617021276596
direct_mmr_rerank,36,strict_eq2,20,1000,508,6,390,0.3,0.767716535433
direct_mmr_rerank,37,strict_eq2,20,1000,317,1,251,0.05,0.791798107256
direct_mmr_rerank,38,strict_eq2,20,1000,689,2,345,0.1,0.500725689405
direct_mmr_rerank,39,strict_eq2,20,1000,460,4,356,0.2,0.773913043478
direct_mmr_rerank,40,strict_eq2,20,1000,348,2,312,0.1,0.896551724138
direct_mmr_rerank,41,strict_eq2,20,1000,230,2,185,0.1,0.804347826087
direct_mmr_rerank,42,strict_eq2,20,1000,222,1,181,0.05,0.815315315315
direct_mmr_rerank,43,strict_eq2,20,1000,166,3,132,0.15,0.795180722892
direct_mmr_rerank,44,strict_eq2,20,1000,318,1,287,0.05,0.90251572327
direct_mmr_rerank,45,strict_eq2,20,1000,490,3,275,0.15,0.561224489796
direct_mmr_rerank,46,strict_eq2,20,1000,85,2,64,0.1,0.752941176471
direct_mmr_rerank,47,strict_eq2,20,1000,317,0,209,0,0.659305993691
direct_mmr_rerank,48,strict_eq2,20,1000,257,1,166,0.05,0.645914396887
direct_mmr_rerank,49,strict_eq2,20,1000,126,0,84,0,0.666666666667
direct_mmr_rerank,50,strict_eq2,20,1000,47,2,32,0.1,0.68085106383
direct_mmr_rerank,1,relaxed_ge1,20,1000,637,1,184,0.05,0.28885400314
direct_mmr_rerank,2,relaxed_ge1,20,1000,314,1,125,0.05,0.398089171975
direct_mmr_rerank,3,relaxed_ge1,20,1000,628,3,256,0.15,0.407643312102
direct_mmr_rerank,4,relaxed_ge1,20,1000,529,2,170,0.1,0.321361058601
direct_mmr_rerank,5,relaxed_ge1,20,1000,614,1,283,0.05,0.460912052117
direct_mmr_rerank,6,relaxed_ge1,20,1000,959,3,381,0.15,0.397288842544
direct_mmr_rerank,7,relaxed_ge1,20,1000,481,2,364,0.1,0.756756756757
direct_mmr_rerank,8,relaxed_ge1,20,1000,632,3,237,0.15,0.375
direct_mmr_rerank,9,relaxed_ge1,20,1000,191,1,117,0.05,0.612565445026
direct_mmr_rerank,10,relaxed_ge1,20,1000,475,1,313,0.05,0.658947368421
direct_mmr_rerank,11,relaxed_ge1,20,1000,415,3,136,0.15,0.327710843373
direct_mmr_rerank,12,relaxed_ge1,20,1000,616,5,185,0.25,0.300324675325
direct_mmr_rerank,13,relaxed_ge1,20,1000,867,2,296,0.1,0.341407151096
direct_mmr_rerank,14,relaxed_ge1,20,1000,255,2,92,0.1,0.360784313725
direct_mmr_rerank,15,relaxed_ge1,20,1000,423,1,52,0.05,0.12293144208
direct_mmr_rerank,16,relaxed_ge1,20,1000,387,1,167,0.05,0.431524547804
direct_mmr_rerank,17,relaxed_ge1,20,1000,668,2,339,0.1,0.50748502994
direct_mmr_rerank,18,relaxed_ge1,20,1000,628,3,389,0.15,0.619426751592
direct_mmr_rerank,19,relaxed_ge1,20,1000,111,1,75,0.05,0.675675675676
direct_mmr_rerank,20,relaxed_ge1,20,1000,702,4,435,0.2,0.619658119658
direct_mmr_rerank,21,relaxed_ge1,20,1000,630,1,284,0.05,0.450793650794
direct_mmr_rerank,22,relaxed_ge1,20,1000,546,1,323,0.05,0.591575091575
direct_mmr_rerank,23,relaxed_ge1,20,1000,371,1,229,0.05,0.617250673854
direct_mmr_rerank,24,relaxed_ge1,20,1000,404,1,323,0.05,0.799504950495
direct_mmr_rerank,25,relaxed_ge1,20,1000,529,3,217,0.15,0.410207939509
direct_mmr_rerank,26,relaxed_ge1,20,1000,778,4,318,0.2,0.408740359897
direct_mmr_rerank,27,relaxed_ge1,20,1000,849,4,390,0.2,0.459363957597
direct_mmr_rerank,28,relaxed_ge1,20,1000,551,4,440,0.2,0.798548094374
direct_mmr_rerank,29,relaxed_ge1,20,1000,604,5,341,0.25,0.564569536424
direct_mmr_rerank,30,relaxed_ge1,20,1000,370,3,266,0.15,0.718918918919
direct_mmr_rerank,31,relaxed_ge1,20,1000,353,1,109,0.05,0.308781869688
direct_mmr_rerank,32,relaxed_ge1,20,1000,216,2,54,0.1,0.25
direct_mmr_rerank,33,relaxed_ge1,20,1000,281,1,177,0.05,0.629893238434
direct_mmr_rerank,34,relaxed_ge1,20,1000,172,0,75,0,0.436046511628
direct_mmr_rerank,35,relaxed_ge1,20,1000,218,2,129,0.1,0.591743119266
direct_mmr_rerank,36,relaxed_ge1,20,1000,611,6,435,0.3,0.711947626841
direct_mmr_rerank,37,relaxed_ge1,20,1000,450,2,342,0.1,0.76
direct_mmr_rerank,38,relaxed_ge1,20,1000,1266,5,536,0.25,0.423380726698
direct_mmr_rerank,39,relaxed_ge1,20,1000,860,8,598,0.4,0.695348837209
direct_mmr_rerank,40,relaxed_ge1,20,1000,556,3,431,0.15,0.775179856115
direct_mmr_rerank,41,relaxed_ge1,20,1000,311,2,228,0.1,0.733118971061
direct_mmr_rerank,42,relaxed_ge1,20,1000,243,1,200,0.05,0.82304526749
direct_mmr_rerank,43,relaxed_ge1,20,1000,253,5,170,0.25,0.671936758893
direct_mmr_rerank,44,relaxed_ge1,20,1000,483,2,398,0.1,0.824016563147
direct_mmr_rerank,45,relaxed_ge1,20,1000,806,9,503,0.45,0.624069478908
direct_mmr_rerank,46,relaxed_ge1,20,1000,182,2,114,0.1,0.626373626374
direct_mmr_rerank,47,relaxed_ge1,20,1000,420,0,265,0,0.630952380952
direct_mmr_rerank,48,relaxed_ge1,20,1000,444,2,257,0.1,0.578828828829
direct_mmr_rerank,49,relaxed_ge1,20,1000,247,1,151,0.05,0.611336032389
direct_mmr_rerank,50,relaxed_ge1,20,1000,137,4,87,0.2,0.63503649635
query_expansion,1,strict_eq2,20,1000,305,4,81,0.2,0.265573770492
query_expansion,2,strict_eq2,20,1000,243,15,111,0.75,0.456790123457
query_expansion,3,strict_eq2,20,1000,198,10,107,0.5,0.540404040404
query_expansion,4,strict_eq2,20,1000,218,4,82,0.2,0.376146788991
query_expansion,5,strict_eq2,20,1000,294,9,125,0.45,0.425170068027
query_expansion,6,strict_eq2,20,1000,638,18,280,0.9,0.438871473354
query_expansion,7,strict_eq2,20,1000,433,16,320,0.8,0.739030023095
query_expansion,8,strict_eq2,20,1000,247,11,124,0.55,0.502024291498
query_expansion,9,strict_eq2,20,1000,92,3,61,0.15,0.663043478261
query_expansion,10,strict_eq2,20,1000,278,17,170,0.85,0.611510791367
query_expansion,11,strict_eq2,20,1000,203,13,67,0.65,0.330049261084
query_expansion,12,strict_eq2,20,1000,347,4,73,0.2,0.210374639769
query_expansion,13,strict_eq2,20,1000,235,8,110,0.4,0.468085106383
query_expansion,14,strict_eq2,20,1000,92,12,48,0.6,0.521739130435
query_expansion,15,strict_eq2,20,1000,165,4,18,0.2,0.109090909091
query_expansion,16,strict_eq2,20,1000,156,12,88,0.6,0.564102564103
query_expansion,17,strict_eq2,20,1000,311,10,135,0.5,0.434083601286
query_expansion,18,strict_eq2,20,1000,325,15,195,0.75,0.6
query_expansion,19,strict_eq2,20,1000,45,7,31,0.35,0.688888888889
query_expansion,20,strict_eq2,20,1000,419,19,324,0.95,0.773269689737
query_expansion,21,strict_eq2,20,1000,554,12,235,0.6,0.424187725632
query_expansion,22,strict_eq2,20,1000,340,14,209,0.7,0.614705882353
query_expansion,23,strict_eq2,20,1000,190,16,132,0.8,0.694736842105
query_expansion,24,strict_eq2,20,1000,264,19,239,0.95,0.905303030303
query_expansion,25,strict_eq2,20,1000,375,8,148,0.4,0.394666666667
query_expansion,26,strict_eq2,20,1000,635,12,253,0.6,0.39842519685
query_expansion,27,strict_eq2,20,1000,289,17,224,0.85,0.77508650519
query_expansion,28,strict_eq2,20,1000,481,17,361,0.85,0.75051975052
query_expansion,29,strict_eq2,20,1000,342,14,191,0.7,0.558479532164
query_expansion,30,strict_eq2,20,1000,171,20,154,1,0.900584795322
query_expansion,31,strict_eq2,20,1000,148,3,38,0.15,0.256756756757
query_expansion,32,strict_eq2,20,1000,144,6,35,0.3,0.243055555556
query_expansion,33,strict_eq2,20,1000,168,9,101,0.45,0.60119047619
query_expansion,34,strict_eq2,20,1000,104,7,43,0.35,0.413461538462
query_expansion,35,strict_eq2,20,1000,188,14,110,0.7,0.585106382979
query_expansion,36,strict_eq2,20,1000,508,19,357,0.95,0.702755905512
query_expansion,37,strict_eq2,20,1000,317,9,224,0.45,0.706624605678
query_expansion,38,strict_eq2,20,1000,689,15,277,0.75,0.402031930334
