method_a,method_b,query_id,k,label_rule,observed_delta,lower_bound,upper_bound,unjudged_a,unjudged_b,unjudged_shared,unjudged_a_only,unjudged_b_only
direct,bm25,23,100,strict_eq2,0.26,-0.01,0.32,11,32,5,6,27
direct,bm25,24,100,strict_eq2,0.22,0.08,0.25,5,16,2,3,14
direct,bm25,25,100,strict_eq2,0.19,-0.05,0.43,34,34,10,24,24
direct,bm25,26,100,strict_eq2,0.14,0.02,0.23,35,38,26,9,12
direct,bm25,27,100,strict_eq2,0.12,0.05,0.22,13,10,3,10,7
direct,bm25,28,100,strict_eq2,0.09,0.02,0.12,12,16,9,3,7
direct,bm25,29,100,strict_eq2,0.01,-0.02,0.05,5,4,1,4,3
direct,bm25,30,100,strict_eq2,0.05,0.02,0.16,14,6,3,11,3
direct,bm25,31,100,strict_eq2,0.08,0.07,0.15,8,2,1,7,1
direct,bm25,32,100,strict_eq2,-0.03,-0.24,0.54,58,22,1,57,21
direct,bm25,33,100,strict_eq2,0.11,-0.03,0.13,4,16,2,2,14
direct,bm25,34,100,strict_eq2,0.06,-0.36,0.3,33,51,9,24,42
direct,bm25,35,100,strict_eq2,-0.01,-0.13,0.09,14,16,4,10,12
direct,bm25,36,100,strict_eq2,0.02,0.01,0.05,4,2,1,3,1
direct,bm25,37,100,strict_eq2,-0.02,-0.02,-0.02,1,1,1,0,0
direct,bm25,38,100,strict_eq2,0.24,0.11,0.27,5,15,2,3,13
direct,bm25,39,100,strict_eq2,0.1,0.1,0.11,1,0,0,1,0
direct,bm25,40,100,strict_eq2,0.01,0.01,0.01,1,1,1,0,0
direct,bm25,41,100,strict_eq2,0.08,0.07,0.1,4,3,2,2,1
direct,bm25,42,100,strict_eq2,0.26,0.21,0.26,0,5,0,0,5
direct,bm25,43,100,strict_eq2,0.14,0.13,0.17,3,1,0,3,1
direct,bm25,44,100,strict_eq2,0.27,0.15,0.27,0,12,0,0,12
direct,bm25,45,100,strict_eq2,0.01,-0.05,0.05,8,10,4,4,6
direct,bm25,46,100,strict_eq2,-0.01,-0.13,0.2,22,13,1,21,12
direct,bm25,47,100,strict_eq2,0.27,-0.1,0.42,18,40,3,15,37
direct,bm25,48,100,strict_eq2,0.39,-0.01,0.43,12,48,8,4,40
direct,bm25,49,100,strict_eq2,0.23,0.01,0.25,3,23,1,2,22
direct,bm25,50,100,strict_eq2,0.02,-0.15,0.08,13,24,7,6,17
direct,bm25,1,100,relaxed_ge1,0.25,-0.05,0.36,27,46,16,11,30
direct,bm25,2,100,relaxed_ge1,0.18,0.01,0.25,12,22,5,7,17
direct,bm25,3,100,relaxed_ge1,0.1,-0.02,0.18,18,22,10,8,12
direct,bm25,4,100,relaxed_ge1,0.13,0.02,0.21,28,31,20,8,11
direct,bm25,5,100,relaxed_ge1,0.02,-0.18,0.21,28,29,9,19,20
direct,bm25,6,100,relaxed_ge1,0.16,-0.16,0.35,20,33,1,19,32
direct,bm25,7,100,relaxed_ge1,0.2,0.1,0.24,6,12,2,4,10
direct,bm25,8,100,relaxed_ge1,0.19,-0.07,0.37,31,39,13,18,26
direct,bm25,9,100,relaxed_ge1,0.05,-0.01,0.13,14,12,6,8,6
direct,bm25,10,100,relaxed_ge1,0.06,-0.01,0.09,7,11,4,3,7
direct,bm25,11,100,relaxed_ge1,0.04,-0.01,0.15,21,15,10,11,5
direct,bm25,12,100,relaxed_ge1,0.01,-0.12,0.15,23,22,9,14,13
direct,bm25,13,100,relaxed_ge1,0.09,-0.04,0.17,18,23,10,8,13
direct,bm25,14,100,relaxed_ge1,0.05,0.01,0.13,8,4,0,8,4
direct,bm25,15,100,relaxed_ge1,0.05,-0.39,0.47,49,51,7,42,44
direct,bm25,16,100,relaxed_ge1,0.54,0.18,0.63,11,38,2,9,36
direct,bm25,17,100,relaxed_ge1,0.08,-0.08,0.21,19,22,6,13,16
direct,bm25,18,100,relaxed_ge1,0.08,-0.02,0.11,5,12,2,3,10
direct,bm25,19,100,relaxed_ge1,0.04,-0.08,0.06,7,17,5,2,12
direct,bm25,20,100,relaxed_ge1,0.18,0.13,0.23,10,10,5,5,5
direct,bm25,21,100,relaxed_ge1,0.14,-0.02,0.22,13,21,5,8,16
direct,bm25,22,100,relaxed_ge1,0.2,0.04,0.25,16,27,11,5,16
direct,bm25,23,100,relaxed_ge1,0.3,0.03,0.36,11,32,5,6,27
direct,bm25,24,100,relaxed_ge1,0.23,0.09,0.26,5,16,2,3,14
direct,bm25,25,100,relaxed_ge1,0.22,-0.02,0.46,34,34,10,24,24
direct,bm25,26,100,relaxed_ge1,0.14,0.02,0.23,35,38,26,9,12
direct,bm25,27,100,relaxed_ge1,-0.01,-0.08,0.09,13,10,3,10,7
direct,bm25,28,100,relaxed_ge1,0.07,0,0.1,12,16,9,3,7
direct,bm25,29,100,relaxed_ge1,0.03,0,0.07,5,4,1,4,3
direct,bm25,30,100,relaxed_ge1,-0.03,-0.06,0.08,14,6,3,11,3
direct,bm25,31,100,relaxed_ge1,0.14,0.13,0.21,8,2,1,7,1
direct,bm25,32,100,relaxed_ge1,-0.02,-0.23,0.55,58,22,1,57,21
direct,bm25,33,100,relaxed_ge1,0.15,0.01,0.17,4,16,2,2,14
direct,bm25,34,100,relaxed_ge1,0.09,-0.33,0.33,33,51,9,24,42
direct,bm25,35,100,relaxed_ge1,0,-0.12,0.1,14,16,4,10,12
direct,bm25,36,100,relaxed_ge1,0,-0.01,0.03,4,2,1,3,1
direct,bm25,37,100,relaxed_ge1,-0.02,-0.02,-0.02,1,1,1,0,0
direct,bm25,38,100,relaxed_ge1,0.31,0.18,0.34,5,15,2,3,13
direct,bm25,39,100,relaxed_ge1,0.02,0.02,0.03,1,0,0,1,0
direct,bm25,40,100,relaxed_ge1,0.01,0.01,0.01,1,1,1,0,0
direct,bm25,41,100,relaxed_ge1,0.1,0.09,0.12,4,3,2,2,1
direct,bm25,42,100,relaxed_ge1,0.25,0.2,0.25,0,5,0,0,5
direct,bm25,43,100,relaxed_ge1,0.12,0.11,0.15,3,1,0,3,1
direct,bm25,44,100,relaxed_ge1,0.27,0.15,0.27,0,12,0,0,12
direct,bm25,45,100,relaxed_ge1,0.07,0.01,0.11,8,10,4,4,6
direct,bm25,46,100,relaxed_ge1,0.09,-0.03,0.3,22,13,1,21,12
direct,bm25,47,100,relaxed_ge1,0.35,-0.02,0.5,18,40,3,15,37
direct,bm25,48,100,relaxed_ge1,0.41,0.01,0.45,12,48,8,4,40
direct,bm25,49,100,relaxed_ge1,0.38,0.16,0.4,3,23,1,2,22
direct,bm25,50,100,relaxed_ge1,0.07,-0.1,0.13,13,24,7,6,17
direct_minmax,bm25,1,20,strict_eq2,0.1,0.05,0.15,3,3,2,1,1
direct_minmax,bm25,2,20,strict_eq2,0.35,0.35,0.35,1,1,1,0,0
direct_minmax,bm25,3,20,strict_eq2,0.4,0.35,0.4,1,2,1,0,1
direct_minmax,bm25,4,20,strict_eq2,0.1,0.1,0.25,3,0,0,3,0
direct_minmax,bm25,5,20,strict_eq2,0.05,-0.05,0.3,5,2,0,5,2
direct_minmax,bm25,6,20,strict_eq2,0.15,0.1,0.15,0,1,0,0,1
direct_minmax,bm25,7,20,strict_eq2,0.15,0.15,0.15,0,0,0,0,0
direct_minmax,bm25,8,20,strict_eq2,0.1,0.05,0.1,4,5,4,0,1
direct_minmax,bm25,9,20,strict_eq2,0.15,0.15,0.15,0,0,0,0,0
direct_minmax,bm25,10,20,strict_eq2,0.15,0.15,0.15,0,0,0,0,0
direct_minmax,bm25,11,20,strict_eq2,0.35,0.25,0.4,1,2,0,1,2
direct_minmax,bm25,12,20,strict_eq2,0.05,-0.05,0.05,2,4,2,0,2
direct_minmax,bm25,13,20,strict_eq2,0.1,0.1,0.15,2,1,1,1,0
direct_minmax,bm25,14,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,15,20,strict_eq2,0.1,-0.15,0.3,5,6,1,4,5
direct_minmax,bm25,16,20,strict_eq2,0.35,0.2,0.4,1,3,0,1,3
direct_minmax,bm25,17,20,strict_eq2,0.15,0.05,0.3,3,2,0,3,2
direct_minmax,bm25,18,20,strict_eq2,0.2,0.2,0.2,0,0,0,0,0
direct_minmax,bm25,19,20,strict_eq2,0.1,0.1,0.1,0,0,0,0,0
direct_minmax,bm25,20,20,strict_eq2,0.1,0.05,0.1,1,2,1,0,1
direct_minmax,bm25,21,20,strict_eq2,0.2,0.15,0.3,3,2,1,2,1
direct_minmax,bm25,22,20,strict_eq2,-0.05,-0.1,-0.05,3,4,3,0,1
direct_minmax,bm25,23,20,strict_eq2,0.1,0.05,0.1,0,1,0,0,1
direct_minmax,bm25,24,20,strict_eq2,0.3,0.2,0.3,0,2,0,0,2
direct_minmax,bm25,25,20,strict_eq2,0.3,0.05,0.5,4,5,0,4,5
direct_minmax,bm25,26,20,strict_eq2,0,-0.1,0.05,2,3,1,1,2
direct_minmax,bm25,27,20,strict_eq2,0.05,-0.05,0.05,0,2,0,0,2
direct_minmax,bm25,28,20,strict_eq2,0.05,0.05,0.15,2,0,0,2,0
direct_minmax,bm25,29,20,strict_eq2,0.05,0.05,0.1,1,0,0,1,0
direct_minmax,bm25,30,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,31,20,strict_eq2,0.05,0.05,0.05,1,1,1,0,0
direct_minmax,bm25,32,20,strict_eq2,0.05,0.05,0.25,4,0,0,4,0
direct_minmax,bm25,33,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,34,20,strict_eq2,0,-0.25,0.05,2,6,1,1,5
direct_minmax,bm25,35,20,strict_eq2,0.25,0.25,0.25,0,0,0,0,0
direct_minmax,bm25,36,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,37,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,38,20,strict_eq2,0.2,0.2,0.25,1,0,0,1,0
direct_minmax,bm25,39,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,40,20,strict_eq2,-0.1,-0.1,-0.1,0,0,0,0,0
direct_minmax,bm25,41,20,strict_eq2,0.1,0.1,0.1,0,0,0,0,0
direct_minmax,bm25,42,20,strict_eq2,0.25,0.25,0.25,0,0,0,0,0
direct_minmax,bm25,43,20,strict_eq2,0.15,0.15,0.15,0,0,0,0,0
direct_minmax,bm25,44,20,strict_eq2,0.25,0.2,0.25,0,1,0,0,1
direct_minmax,bm25,45,20,strict_eq2,-0.05,-0.1,0,1,1,0,1,1
direct_minmax,bm25,46,20,strict_eq2,0.4,0.4,0.4,0,0,0,0,0
direct_minmax,bm25,47,20,strict_eq2,0.55,0.3,0.55,1,6,1,0,5
direct_minmax,bm25,48,20,strict_eq2,0.2,0.05,0.2,0,3,0,0,3
direct_minmax,bm25,49,20,strict_eq2,0.25,0.2,0.25,0,1,0,0,1
direct_minmax,bm25,50,20,strict_eq2,0,0,0,0,0,0,0,0
direct_minmax,bm25,1,20,relaxed_ge1,0.15,0.1,0.2,3,3,2,1,1
direct_minmax,bm25,2,20,relaxed_ge1,0.45,0.45,0.45,1,1,1,0,0
direct_minmax,bm25,3,20,relaxed_ge1,0.5,0.45,0.5,1,2,1,0,1
direct_minmax,bm25,4,20,relaxed_ge1,0.25,0.25,0.4,3,0,0,3,0
direct_minmax,bm25,5,20,relaxed_ge1,-0.1,-0.2,0.15,5,2,0,5,2
direct_minmax,bm25,6,20,relaxed_ge1,0.1,0.05,0.1,0,1,0,0,1
direct_minmax,bm25,7,20,relaxed_ge1,0.15,0.15,0.15,0,0,0,0,0
direct_minmax,bm25,8,20,relaxed_ge1,0.1,0.05,0.1,4,5,4,0,1
direct_minmax,bm25,9,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
direct_minmax,bm25,10,20,relaxed_ge1,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,11,20,relaxed_ge1,0.4,0.3,0.45,1,2,0,1,2
direct_minmax,bm25,12,20,relaxed_ge1,0.1,0,0.1,2,4,2,0,2
direct_minmax,bm25,13,20,relaxed_ge1,0,0,0.05,2,1,1,1,0
direct_minmax,bm25,14,20,relaxed_ge1,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,15,20,relaxed_ge1,0.1,-0.15,0.3,5,6,1,4,5
direct_minmax,bm25,16,20,relaxed_ge1,0.65,0.5,0.7,1,3,0,1,3
direct_minmax,bm25,17,20,relaxed_ge1,0.15,0.05,0.3,3,2,0,3,2
direct_minmax,bm25,18,20,relaxed_ge1,0.2,0.2,0.2,0,0,0,0,0
direct_minmax,bm25,19,20,relaxed_ge1,-0.1,-0.1,-0.1,0,0,0,0,0
direct_minmax,bm25,20,20,relaxed_ge1,0.1,0.05,0.1,1,2,1,0,1
direct_minmax,bm25,21,20,relaxed_ge1,0.2,0.15,0.3,3,2,1,2,1
direct_minmax,bm25,22,20,relaxed_ge1,0.05,0,0.05,3,4,3,0,1
direct_minmax,bm25,23,20,relaxed_ge1,0.2,0.15,0.2,0,1,0,0,1
direct_minmax,bm25,24,20,relaxed_ge1,0.25,0.15,0.25,0,2,0,0,2
direct_minmax,bm25,25,20,relaxed_ge1,0.35,0.1,0.55,4,5,0,4,5
direct_minmax,bm25,26,20,relaxed_ge1,0.05,-0.05,0.1,2,3,1,1,2
direct_minmax,bm25,27,20,relaxed_ge1,0.15,0.05,0.15,0,2,0,0,2
direct_minmax,bm25,28,20,relaxed_ge1,0,0,0.1,2,0,0,2,0
direct_minmax,bm25,29,20,relaxed_ge1,0.05,0.05,0.1,1,0,0,1,0
direct_minmax,bm25,30,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct_minmax,bm25,31,20,relaxed_ge1,0.15,0.15,0.15,1,1,1,0,0
direct_minmax,bm25,32,20,relaxed_ge1,0,0,0.2,4,0,0,4,0
direct_minmax,bm25,33,20,relaxed_ge1,0.15,0.15,0.15,0,0,0,0,0
direct_minmax,bm25,34,20,relaxed_ge1,0.05,-0.2,0.1,2,6,1,1,5
direct_minmax,bm25,35,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
direct_minmax,bm25,36,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct_minmax,bm25,37,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct_minmax,bm25,38,20,relaxed_ge1,0.3,0.3,0.35,1,0,0,1,0
direct_minmax,bm25,39,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct_minmax,bm25,40,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct_minmax,bm25,41,20,relaxed_ge1,0.15,0.15,0.15,0,0,0,0,0
direct_minmax,bm25,42,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
direct_minmax,bm25,43,20,relaxed_ge1,0.05,0.05,0.05,0,0,0,0,0
direct_minmax,bm25,44,20,relaxed_ge1,0.1,0.05,0.1,0,1,0,0,1
direct_minmax,bm25,45,20,relaxed_ge1,0.05,0,0.1,1,1,0,1,1
direct_minmax,bm25,46,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
direct_minmax,bm25,47,20,relaxed_ge1,0.45,0.2,0.45,1,6,1,0,5
direct_minmax,bm25,48,20,relaxed_ge1,0.2,0.05,0.2,0,3,0,0,3
direct_minmax,bm25,49,20,relaxed_ge1,0.4,0.35,0.4,0,1,0,0,1
direct_minmax,bm25,50,20,relaxed_ge1,-0.05,-0.05,-0.05,0,0,0,0,0
direct_minmax,bm25,1,100,strict_eq2,0.05,-0.22,0.12,26,46,19,7,27
direct_minmax,bm25,2,100,strict_eq2,0.13,-0.03,0.19,12,22,6,6,16
direct_minmax,bm25,3,100,strict_eq2,0.06,-0.06,0.15,19,22,10,9,12
direct_minmax,bm25,4,100,strict_eq2,0.09,-0.03,0.18,28,31,19,9,12
direct_minmax,bm25,5,100,strict_eq2,0.07,-0.14,0.33,34,29,8,26,21
direct_minmax,bm25,6,100,strict_eq2,0.21,-0.11,0.4,20,33,1,19,32
direct_minmax,bm25,7,100,strict_eq2,0.21,0.11,0.27,8,12,2,6,10
direct_minmax,bm25,8,100,strict_eq2,0.17,-0.08,0.35,32,39,14,18,25
direct_minmax,bm25,9,100,strict_eq2,0.03,-0.03,0.11,14,12,6,8,6
direct_minmax,bm25,10,100,strict_eq2,0.14,0.06,0.23,12,11,3,9,8
direct_minmax,bm25,11,100,strict_eq2,0.03,-0.02,0.15,22,15,10,12,5
direct_minmax,bm25,12,100,strict_eq2,0.05,-0.08,0.19,23,22,9,14,13
direct_minmax,bm25,13,100,strict_eq2,0.07,-0.05,0.15,19,23,11,8,12
direct_minmax,bm25,14,100,strict_eq2,0.04,0,0.09,5,4,0,5,4
direct_minmax,bm25,15,100,strict_eq2,0.04,-0.37,0.44,50,51,10,40,41
direct_minmax,bm25,16,100,strict_eq2,0.39,0.04,0.47,11,38,3,8,35
direct_minmax,bm25,17,100,strict_eq2,0.08,-0.08,0.23,21,22,6,15,16
direct_minmax,bm25,18,100,strict_eq2,0.09,-0.02,0.14,6,12,1,5,11
direct_minmax,bm25,19,100,strict_eq2,0.03,-0.09,0.05,7,17,5,2,12
direct_minmax,bm25,20,100,strict_eq2,0.29,0.21,0.34,7,10,2,5,8
direct_minmax,bm25,21,100,strict_eq2,0.1,-0.06,0.19,14,21,5,9,16
direct_minmax,bm25,22,100,strict_eq2,0.22,0.06,0.25,14,27,11,3,16
direct_minmax,bm25,23,100,strict_eq2,0.24,-0.02,0.3,12,32,6,6,26
direct_minmax,bm25,24,100,strict_eq2,0.22,0.08,0.25,5,16,2,3,14
direct_minmax,bm25,25,100,strict_eq2,0.19,-0.05,0.43,34,34,10,24,24
direct_minmax,bm25,26,100,strict_eq2,0.13,0.01,0.23,36,38,26,10,12
direct_minmax,bm25,27,100,strict_eq2,0.12,0.05,0.24,15,10,3,12,7
direct_minmax,bm25,28,100,strict_eq2,0.09,0.02,0.12,12,16,9,3,7
direct_minmax,bm25,29,100,strict_eq2,0.01,-0.02,0.07,7,4,1,6,3
direct_minmax,bm25,30,100,strict_eq2,0.04,0.01,0.16,15,6,3,12,3
direct_minmax,bm25,31,100,strict_eq2,0.07,0.06,0.14,8,2,1,7,1
direct_minmax,bm25,32,100,strict_eq2,-0.03,-0.24,0.54,58,22,1,57,21
direct_minmax,bm25,33,100,strict_eq2,0.11,-0.04,0.13,3,16,1,2,15
direct_minmax,bm25,34,100,strict_eq2,0.07,-0.35,0.31,33,51,9,24,42
direct_minmax,bm25,35,100,strict_eq2,-0.01,-0.13,0.08,13,16,4,9,12
direct_minmax,bm25,36,100,strict_eq2,0.03,0.02,0.06,4,2,1,3,1
direct_minmax,bm25,37,100,strict_eq2,-0.03,-0.03,-0.03,1,1,1,0,0
direct_minmax,bm25,38,100,strict_eq2,0.29,0.15,0.32,4,15,1,3,14
direct_minmax,bm25,39,100,strict_eq2,0.14,0.14,0.15,1,0,0,1,0
direct_minmax,bm25,40,100,strict_eq2,0.01,0.01,0.01,1,1,1,0,0
direct_minmax,bm25,41,100,strict_eq2,0.08,0.07,0.1,4,3,2,2,1
direct_minmax,bm25,42,100,strict_eq2,0.25,0.2,0.25,0,5,0,0,5
direct_minmax,bm25,43,100,strict_eq2,0.14,0.13,0.17,3,1,0,3,1
direct_minmax,bm25,44,100,strict_eq2,0.27,0.15,0.27,0,12,0,0,12
direct_minmax,bm25,45,100,strict_eq2,0.01,-0.05,0.08,11,10,4,7,6
direct_minmax,bm25,46,100,strict_eq2,0,-0.12,0.21,22,13,1,21,12
direct_minmax,bm25,47,100,strict_eq2,0.27,-0.1,0.42,18,40,3,15,37
direct_minmax,bm25,48,100,strict_eq2,0.39,-0.01,0.43,12,48,8,4,40
direct_minmax,bm25,49,100,strict_eq2,0.25,0.03,0.28,4,23,1,3,22
direct_minmax,bm25,50,100,strict_eq2,0.03,-0.17,0.13,14,24,4,10,20
direct_minmax,bm25,1,100,relaxed_ge1,0.24,-0.03,0.31,26,46,19,7,27
direct_minmax,bm25,2,100,relaxed_ge1,0.17,0.01,0.23,12,22,6,6,16
direct_minmax,bm25,3,100,relaxed_ge1,0.1,-0.02,0.19,19,22,10,9,12
direct_minmax,bm25,4,100,relaxed_ge1,0.13,0.01,0.22,28,31,19,9,12
direct_minmax,bm25,5,100,relaxed_ge1,-0.02,-0.23,0.24,34,29,8,26,21
direct_minmax,bm25,6,100,relaxed_ge1,0.16,-0.16,0.35,20,33,1,19,32
direct_minmax,bm25,7,100,relaxed_ge1,0.19,0.09,0.25,8,12,2,6,10
direct_minmax,bm25,8,100,relaxed_ge1,0.18,-0.07,0.36,32,39,14,18,25
direct_minmax,bm25,9,100,relaxed_ge1,0.05,-0.01,0.13,14,12,6,8,6
direct_minmax,bm25,10,100,relaxed_ge1,0.05,-0.03,0.14,12,11,3,9,8
direct_minmax,bm25,11,100,relaxed_ge1,0.04,-0.01,0.16,22,15,10,12,5
direct_minmax,bm25,12,100,relaxed_ge1,0.01,-0.12,0.15,23,22,9,14,13
direct_minmax,bm25,13,100,relaxed_ge1,0.08,-0.04,0.16,19,23,11,8,12
direct_minmax,bm25,14,100,relaxed_ge1,0.05,0.01,0.1,5,4,0,5,4
direct_minmax,bm25,15,100,relaxed_ge1,0.05,-0.36,0.45,50,51,10,40,41
direct_minmax,bm25,16,100,relaxed_ge1,0.52,0.17,0.6,11,38,3,8,35
direct_minmax,bm25,17,100,relaxed_ge1,0.07,-0.09,0.22,21,22,6,15,16
direct_minmax,bm25,18,100,relaxed_ge1,0.08,-0.03,0.13,6,12,1,5,11
direct_minmax,bm25,19,100,relaxed_ge1,0.03,-0.09,0.05,7,17,5,2,12
direct_minmax,bm25,20,100,relaxed_ge1,0.21,0.13,0.26,7,10,2,5,8
direct_minmax,bm25,21,100,relaxed_ge1,0.13,-0.03,0.22,14,21,5,9,16
direct_minmax,bm25,22,100,relaxed_ge1,0.22,0.06,0.25,14,27,11,3,16
direct_minmax,bm25,23,100,relaxed_ge1,0.28,0.02,0.34,12,32,6,6,26
direct_minmax,bm25,24,100,relaxed_ge1,0.23,0.09,0.26,5,16,2,3,14
direct_minmax,bm25,25,100,relaxed_ge1,0.22,-0.02,0.46,34,34,10,24,24
direct_minmax,bm25,26,100,relaxed_ge1,0.13,0.01,0.23,36,38,26,10,12
direct_minmax,bm25,27,100,relaxed_ge1,-0.03,-0.1,0.09,15,10,3,12,7
direct_minmax,bm25,28,100,relaxed_ge1,0.07,0,0.1,12,16,9,3,7
direct_minmax,bm25,29,100,relaxed_ge1,0.02,-0.01,0.08,7,4,1,6,3
direct_minmax,bm25,30,100,relaxed_ge1,-0.04,-0.07,0.08,15,6,3,12,3
direct_minmax,bm25,31,100,relaxed_ge1,0.14,0.13,0.21,8,2,1,7,1
direct_minmax,bm25,32,100,relaxed_ge1,-0.02,-0.23,0.55,58,22,1,57,21
direct_minmax,bm25,33,100,relaxed_ge1,0.15,0,0.17,3,16,1,2,15
direct_minmax,bm25,34,100,relaxed_ge1,0.1,-0.32,0.34,33,51,9,24,42
direct_minmax,bm25,35,100,relaxed_ge1,0,-0.12,0.09,13,16,4,9,12
direct_minmax,bm25,36,100,relaxed_ge1,-0.01,-0.02,0.02,4,2,1,3,1
direct_minmax,bm25,37,100,relaxed_ge1,-0.03,-0.03,-0.03,1,1,1,0,0
direct_minmax,bm25,38,100,relaxed_ge1,0.35,0.21,0.38,4,15,1,3,14
direct_minmax,bm25,39,100,relaxed_ge1,0,0,0.01,1,0,0,1,0
direct_minmax,bm25,40,100,relaxed_ge1,0.01,0.01,0.01,1,1,1,0,0
direct_minmax,bm25,41,100,relaxed_ge1,0.1,0.09,0.12,4,3,2,2,1
direct_minmax,bm25,42,100,relaxed_ge1,0.24,0.19,0.24,0,5,0,0,5
direct_minmax,bm25,43,100,relaxed_ge1,0.12,0.11,0.15,3,1,0,3,1
direct_minmax,bm25,44,100,relaxed_ge1,0.27,0.15,0.27,0,12,0,0,12
direct_minmax,bm25,45,100,relaxed_ge1,0.05,-0.01,0.12,11,10,4,7,6
direct_minmax,bm25,46,100,relaxed_ge1,0.11,-0.01,0.32,22,13,1,21,12
direct_minmax,bm25,47,100,relaxed_ge1,0.35,-0.02,0.5,18,40,3,15,37
direct_minmax,bm25,48,100,relaxed_ge1,0.41,0.01,0.45,12,48,8,4,40
direct_minmax,bm25,49,100,relaxed_ge1,0.4,0.18,0.43,4,23,1,3,22
direct_minmax,bm25,50,100,relaxed_ge1,0.07,-0.13,0.17,14,24,4,10,20
uniform_random,bm25,1,20,strict_eq2,-0.15,-0.3,0.85,20,3,0,20,3
uniform_random,bm25,2,20,strict_eq2,-0.35,-0.4,0.65,20,1,0,20,1
uniform_random,bm25,3,20,strict_eq2,-0.2,-0.3,0.8,20,2,0,20,2
uniform_random,bm25,4,20,strict_eq2,-0.1,-0.1,0.9,20,0,0,20,0
uniform_random,bm25,5,20,strict_eq2,-0.35,-0.45,0.65,20,2,0,20,2
uniform_random,bm25,6,20,strict_eq2,-0.75,-0.8,0.25,20,1,0,20,1
uniform_random,bm25,7,20,strict_eq2,-0.65,-0.65,0.35,20,0,0,20,0
uniform_random,bm25,8,20,strict_eq2,-0.45,-0.7,0.55,20,5,0,20,5
uniform_random,bm25,9,20,strict_eq2,-0.1,-0.1,0.9,20,0,0,20,0
uniform_random,bm25,10,20,strict_eq2,-0.7,-0.7,0.3,20,0,0,20,0
uniform_random,bm25,11,20,strict_eq2,-0.4,-0.5,0.6,20,2,0,20,2
uniform_random,bm25,12,20,strict_eq2,-0.15,-0.35,0.8,19,4,0,19,4
uniform_random,bm25,13,20,strict_eq2,-0.35,-0.4,0.65,20,1,0,20,1
uniform_random,bm25,14,20,strict_eq2,-0.55,-0.55,0.45,20,0,0,20,0
uniform_random,bm25,15,20,strict_eq2,-0.1,-0.4,0.9,20,6,0,20,6
uniform_random,bm25,16,20,strict_eq2,-0.2,-0.35,0.8,20,3,0,20,3
uniform_random,bm25,17,20,strict_eq2,-0.35,-0.45,0.65,20,2,0,20,2
uniform_random,bm25,18,20,strict_eq2,-0.5,-0.5,0.5,20,0,0,20,0
uniform_random,bm25,19,20,strict_eq2,-0.25,-0.25,0.7,19,0,0,19,0
uniform_random,bm25,20,20,strict_eq2,-0.85,-0.95,0.15,20,2,0,20,2
uniform_random,bm25,21,20,strict_eq2,-0.35,-0.45,0.65,20,2,0,20,2
uniform_random,bm25,22,20,strict_eq2,-0.7,-0.9,0.3,20,4,0,20,4
uniform_random,bm25,23,20,strict_eq2,-0.75,-0.8,0.25,20,1,0,20,1
uniform_random,bm25,24,20,strict_eq2,-0.65,-0.75,0.35,20,2,0,20,2
uniform_random,bm25,25,20,strict_eq2,-0.15,-0.4,0.85,20,5,0,20,5
uniform_random,bm25,26,20,strict_eq2,-0.6,-0.75,0.4,20,3,0,20,3
uniform_random,bm25,27,20,strict_eq2,-0.75,-0.85,0.2,19,2,0,19,2
uniform_random,bm25,28,20,strict_eq2,-0.85,-0.85,0.15,20,0,0,20,0
uniform_random,bm25,29,20,strict_eq2,-0.65,-0.65,0.35,20,0,0,20,0
uniform_random,bm25,30,20,strict_eq2,-0.95,-0.95,0.05,20,0,0,20,0
uniform_random,bm25,31,20,strict_eq2,-0.1,-0.15,0.9,20,1,0,20,1
uniform_random,bm25,32,20,strict_eq2,-0.3,-0.3,0.7,20,0,0,20,0
uniform_random,bm25,33,20,strict_eq2,-0.4,-0.4,0.6,20,0,0,20,0
uniform_random,bm25,34,20,strict_eq2,-0.25,-0.55,0.75,20,6,0,20,6
uniform_random,bm25,35,20,strict_eq2,-0.45,-0.45,0.55,20,0,0,20,0
uniform_random,bm25,36,20,strict_eq2,-0.9,-0.9,0.1,20,0,0,20,0
