method,query_id,k,bm25_candidate_depth,stratum,n_pairs,n_judged,n_unjudged,retrieved_fraction,judged_fraction
direct_minmax,25,1000,1000,in_bm25_top1000,744,288,456,0.744,0.387096774194
direct_minmax,25,1000,1000,outside_bm25_top1000,256,116,140,0.256,0.453125
direct_minmax,26,1000,1000,in_bm25_top1000,778,313,465,0.778,0.402313624679
direct_minmax,26,1000,1000,outside_bm25_top1000,222,83,139,0.222,0.373873873874
direct_minmax,27,1000,1000,in_bm25_top1000,882,416,466,0.882,0.471655328798
direct_minmax,27,1000,1000,outside_bm25_top1000,118,7,111,0.118,0.0593220338983
direct_minmax,28,1000,1000,in_bm25_top1000,831,416,415,0.831,0.500601684717
direct_minmax,28,1000,1000,outside_bm25_top1000,169,65,104,0.169,0.384615384615
direct_minmax,29,1000,1000,in_bm25_top1000,759,418,341,0.759,0.550724637681
direct_minmax,29,1000,1000,outside_bm25_top1000,241,73,168,0.241,0.302904564315
direct_minmax,30,1000,1000,in_bm25_top1000,720,309,411,0.72,0.429166666667
direct_minmax,30,1000,1000,outside_bm25_top1000,280,37,243,0.28,0.132142857143
direct_minmax,31,1000,1000,in_bm25_top1000,758,383,375,0.758,0.505277044855
direct_minmax,31,1000,1000,outside_bm25_top1000,242,35,207,0.242,0.144628099174
direct_minmax,32,1000,1000,in_bm25_top1000,425,134,291,0.425,0.315294117647
direct_minmax,32,1000,1000,outside_bm25_top1000,575,51,524,0.575,0.0886956521739
direct_minmax,33,1000,1000,in_bm25_top1000,674,374,300,0.674,0.554896142433
direct_minmax,33,1000,1000,outside_bm25_top1000,326,72,254,0.326,0.220858895706
direct_minmax,34,1000,1000,in_bm25_top1000,597,219,378,0.597,0.366834170854
direct_minmax,34,1000,1000,outside_bm25_top1000,403,54,349,0.403,0.133995037221
direct_minmax,35,1000,1000,in_bm25_top1000,770,320,450,0.77,0.415584415584
direct_minmax,35,1000,1000,outside_bm25_top1000,230,41,189,0.23,0.178260869565
direct_minmax,36,1000,1000,in_bm25_top1000,833,519,314,0.833,0.623049219688
direct_minmax,36,1000,1000,outside_bm25_top1000,167,41,126,0.167,0.245508982036
direct_minmax,37,1000,1000,in_bm25_top1000,795,530,265,0.795,0.666666666667
direct_minmax,37,1000,1000,outside_bm25_top1000,205,80,125,0.205,0.390243902439
direct_minmax,38,1000,1000,in_bm25_top1000,639,429,210,0.639,0.671361502347
direct_minmax,38,1000,1000,outside_bm25_top1000,361,191,170,0.361,0.529085872576
direct_minmax,39,1000,1000,in_bm25_top1000,856,591,265,0.856,0.690420560748
direct_minmax,39,1000,1000,outside_bm25_top1000,144,30,114,0.144,0.208333333333
direct_minmax,40,1000,1000,in_bm25_top1000,696,487,209,0.696,0.699712643678
direct_minmax,40,1000,1000,outside_bm25_top1000,304,84,220,0.304,0.276315789474
direct_minmax,41,1000,1000,in_bm25_top1000,647,275,372,0.647,0.425038639876
direct_minmax,41,1000,1000,outside_bm25_top1000,353,156,197,0.353,0.441926345609
direct_minmax,42,1000,1000,in_bm25_top1000,771,329,442,0.771,0.426718547341
direct_minmax,42,1000,1000,outside_bm25_top1000,229,27,202,0.229,0.117903930131
direct_minmax,43,1000,1000,in_bm25_top1000,421,253,168,0.421,0.600950118765
direct_minmax,43,1000,1000,outside_bm25_top1000,579,39,540,0.579,0.0673575129534
direct_minmax,44,1000,1000,in_bm25_top1000,709,415,294,0.709,0.58533145275
direct_minmax,44,1000,1000,outside_bm25_top1000,291,119,172,0.291,0.408934707904
direct_minmax,45,1000,1000,in_bm25_top1000,765,488,277,0.765,0.637908496732
direct_minmax,45,1000,1000,outside_bm25_top1000,235,57,178,0.235,0.242553191489
direct_minmax,46,1000,1000,in_bm25_top1000,667,202,465,0.667,0.302848575712
direct_minmax,46,1000,1000,outside_bm25_top1000,333,37,296,0.333,0.111111111111
direct_minmax,47,1000,1000,in_bm25_top1000,632,311,321,0.632,0.492088607595
direct_minmax,47,1000,1000,outside_bm25_top1000,368,107,261,0.368,0.290760869565
direct_minmax,48,1000,1000,in_bm25_top1000,783,264,519,0.783,0.337164750958
direct_minmax,48,1000,1000,outside_bm25_top1000,217,43,174,0.217,0.198156682028
direct_minmax,49,1000,1000,in_bm25_top1000,665,289,376,0.665,0.434586466165
direct_minmax,49,1000,1000,outside_bm25_top1000,335,112,223,0.335,0.334328358209
direct_minmax,50,1000,1000,in_bm25_top1000,714,310,404,0.714,0.434173669468
direct_minmax,50,1000,1000,outside_bm25_top1000,286,51,235,0.286,0.178321678322
uniform_random,1,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,1,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,2,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,2,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,3,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,3,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,4,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,4,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,5,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,5,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,6,20,1000,in_bm25_top1000,1,0,1,0.05,0
uniform_random,6,20,1000,outside_bm25_top1000,19,0,19,0.95,0
uniform_random,7,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,7,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,8,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,8,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,9,20,1000,in_bm25_top1000,1,0,1,0.05,0
uniform_random,9,20,1000,outside_bm25_top1000,19,0,19,0.95,0
uniform_random,10,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,10,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,11,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,11,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,12,20,1000,in_bm25_top1000,1,1,0,0.05,1
uniform_random,12,20,1000,outside_bm25_top1000,19,0,19,0.95,0
uniform_random,13,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,13,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,14,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,14,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,15,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,15,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,16,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,16,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,17,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,17,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,18,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,18,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,19,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,19,20,1000,outside_bm25_top1000,20,1,19,1,0.05
uniform_random,20,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,20,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,21,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,21,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,22,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,22,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,23,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,23,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,24,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,24,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,25,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,25,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,26,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,26,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,27,20,1000,in_bm25_top1000,1,1,0,0.05,1
uniform_random,27,20,1000,outside_bm25_top1000,19,0,19,0.95,0
uniform_random,28,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,28,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,29,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,29,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,30,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,30,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,31,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,31,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,32,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,32,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,33,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,33,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,34,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,34,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,35,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,35,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,36,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,36,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,37,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,37,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,38,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,38,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,39,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,39,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,40,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,40,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,41,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,41,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,42,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,42,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,43,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,43,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,44,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,44,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,45,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,45,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,46,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,46,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,47,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,47,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,48,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,48,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,49,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,49,20,1000,outside_bm25_top1000,20,1,19,1,0.05
uniform_random,50,20,1000,in_bm25_top1000,0,0,0,0,
uniform_random,50,20,1000,outside_bm25_top1000,20,0,20,1,0
uniform_random,1,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,1,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,2,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,2,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,3,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,3,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,4,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,4,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,5,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,5,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,6,50,1000,in_bm25_top1000,1,0,1,0.02,0
uniform_random,6,50,1000,outside_bm25_top1000,49,0,49,0.98,0
uniform_random,7,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,7,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,8,50,1000,in_bm25_top1000,1,0,1,0.02,0
uniform_random,8,50,1000,outside_bm25_top1000,49,0,49,0.98,0
uniform_random,9,50,1000,in_bm25_top1000,1,0,1,0.02,0
uniform_random,9,50,1000,outside_bm25_top1000,49,0,49,0.98,0
uniform_random,10,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,10,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,11,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,11,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,12,50,1000,in_bm25_top1000,1,1,0,0.02,1
uniform_random,12,50,1000,outside_bm25_top1000,49,0,49,0.98,0
uniform_random,13,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,13,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,14,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,14,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,15,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,15,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,16,50,1000,in_bm25_top1000,1,0,1,0.02,0
uniform_random,16,50,1000,outside_bm25_top1000,49,0,49,0.98,0
uniform_random,17,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,17,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,18,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,18,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,19,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,19,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,20,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,20,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,21,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,21,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,22,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,22,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,23,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,23,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,24,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,24,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,25,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,25,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,26,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,26,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,27,50,1000,in_bm25_top1000,1,1,0,0.02,1
uniform_random,27,50,1000,outside_bm25_top1000,49,0,49,0.98,0
uniform_random,28,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,28,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,29,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,29,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,30,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,30,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,31,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,31,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,32,50,1000,in_bm25_top1000,1,0,1,0.02,0
uniform_random,32,50,1000,outside_bm25_top1000,49,1,48,0.98,0.0204081632653
uniform_random,33,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,33,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,34,50,1000,in_bm25_top1000,1,0,1,0.02,0
uniform_random,34,50,1000,outside_bm25_top1000,49,0,49,0.98,0
uniform_random,35,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,35,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,36,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,36,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,37,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,37,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,38,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,38,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,39,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,39,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,40,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,40,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,41,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,41,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,42,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,42,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,43,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,43,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,44,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,44,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,45,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,45,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,46,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,46,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,47,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,47,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,48,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,48,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,49,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,49,50,1000,outside_bm25_top1000,50,1,49,1,0.02
uniform_random,50,50,1000,in_bm25_top1000,0,0,0,0,
uniform_random,50,50,1000,outside_bm25_top1000,50,0,50,1,0
uniform_random,1,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,1,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,2,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,2,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,3,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,3,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,4,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,4,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,5,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,5,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,6,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,6,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,7,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,7,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,8,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,8,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,9,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,9,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,10,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,10,100,1000,outside_bm25_top1000,100,2,98,1,0.02
uniform_random,11,100,1000,in_bm25_top1000,1,1,0,0.01,1
uniform_random,11,100,1000,outside_bm25_top1000,99,1,98,0.99,0.010101010101
uniform_random,12,100,1000,in_bm25_top1000,1,1,0,0.01,1
uniform_random,12,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,13,100,1000,in_bm25_top1000,1,1,0,0.01,1
uniform_random,13,100,1000,outside_bm25_top1000,99,1,98,0.99,0.010101010101
uniform_random,14,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,14,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,15,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,15,100,1000,outside_bm25_top1000,100,2,98,1,0.02
uniform_random,16,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,16,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,17,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,17,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,18,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,18,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,19,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,19,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,20,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,20,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,21,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,21,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,22,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,22,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,23,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,23,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,24,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,24,100,1000,outside_bm25_top1000,99,1,98,0.99,0.010101010101
uniform_random,25,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,25,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,26,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,26,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,27,100,1000,in_bm25_top1000,1,1,0,0.01,1
uniform_random,27,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,28,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,28,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,29,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,29,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,30,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,30,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,31,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,31,100,1000,outside_bm25_top1000,100,2,98,1,0.02
uniform_random,32,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,32,100,1000,outside_bm25_top1000,99,1,98,0.99,0.010101010101
uniform_random,33,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,33,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,34,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,34,100,1000,outside_bm25_top1000,99,2,97,0.99,0.020202020202
uniform_random,35,100,1000,in_bm25_top1000,2,2,0,0.02,1
uniform_random,35,100,1000,outside_bm25_top1000,98,0,98,0.98,0
uniform_random,36,100,1000,in_bm25_top1000,1,1,0,0.01,1
uniform_random,36,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,37,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,37,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,38,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,38,100,1000,outside_bm25_top1000,100,2,98,1,0.02
uniform_random,39,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,39,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,40,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,40,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,41,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,41,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,42,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,42,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,43,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,43,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,44,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,44,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,45,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,45,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,46,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,46,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,47,100,1000,in_bm25_top1000,1,0,1,0.01,0
uniform_random,47,100,1000,outside_bm25_top1000,99,2,97,0.99,0.020202020202
uniform_random,48,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,48,100,1000,outside_bm25_top1000,100,0,100,1,0
uniform_random,49,100,1000,in_bm25_top1000,0,0,0,0,
uniform_random,49,100,1000,outside_bm25_top1000,100,1,99,1,0.01
uniform_random,50,100,1000,in_bm25_top1000,1,1,0,0.01,1
uniform_random,50,100,1000,outside_bm25_top1000,99,0,99,0.99,0
uniform_random,1,1000,1000,in_bm25_top1000,7,2,5,0.007,0.285714285714
uniform_random,1,1000,1000,outside_bm25_top1000,993,7,986,0.993,0.00704934541793
uniform_random,2,1000,1000,in_bm25_top1000,4,0,4,0.004,0
uniform_random,2,1000,1000,outside_bm25_top1000,996,6,990,0.996,0.00602409638554
uniform_random,3,1000,1000,in_bm25_top1000,3,1,2,0.003,0.333333333333
uniform_random,3,1000,1000,outside_bm25_top1000,997,6,991,0.997,0.00601805416249
uniform_random,4,1000,1000,in_bm25_top1000,5,0,5,0.005,0
uniform_random,4,1000,1000,outside_bm25_top1000,995,8,987,0.995,0.00804020100503
uniform_random,5,1000,1000,in_bm25_top1000,9,4,5,0.009,0.444444444444
uniform_random,5,1000,1000,outside_bm25_top1000,991,6,985,0.991,0.00605449041372
uniform_random,6,1000,1000,in_bm25_top1000,6,3,3,0.006,0.5
uniform_random,6,1000,1000,outside_bm25_top1000,994,7,987,0.994,0.00704225352113
uniform_random,7,1000,1000,in_bm25_top1000,3,2,1,0.003,0.666666666667
uniform_random,7,1000,1000,outside_bm25_top1000,997,7,990,0.997,0.00702106318957
uniform_random,8,1000,1000,in_bm25_top1000,6,0,6,0.006,0
uniform_random,8,1000,1000,outside_bm25_top1000,994,9,985,0.994,0.00905432595573
uniform_random,9,1000,1000,in_bm25_top1000,6,1,5,0.006,0.166666666667
uniform_random,9,1000,1000,outside_bm25_top1000,994,10,984,0.994,0.010060362173
uniform_random,10,1000,1000,in_bm25_top1000,6,4,2,0.006,0.666666666667
uniform_random,10,1000,1000,outside_bm25_top1000,994,7,987,0.994,0.00704225352113
uniform_random,11,1000,1000,in_bm25_top1000,2,1,1,0.002,0.5
uniform_random,11,1000,1000,outside_bm25_top1000,998,10,988,0.998,0.0100200400802
uniform_random,12,1000,1000,in_bm25_top1000,10,4,6,0.01,0.4
uniform_random,12,1000,1000,outside_bm25_top1000,990,5,985,0.99,0.00505050505051
uniform_random,13,1000,1000,in_bm25_top1000,8,4,4,0.008,0.5
uniform_random,13,1000,1000,outside_bm25_top1000,992,12,980,0.992,0.0120967741935
uniform_random,14,1000,1000,in_bm25_top1000,5,1,4,0.005,0.2
uniform_random,14,1000,1000,outside_bm25_top1000,995,8,987,0.995,0.00804020100503
uniform_random,15,1000,1000,in_bm25_top1000,6,3,3,0.006,0.5
uniform_random,15,1000,1000,outside_bm25_top1000,994,11,983,0.994,0.0110663983903
uniform_random,16,1000,1000,in_bm25_top1000,5,2,3,0.005,0.4
uniform_random,16,1000,1000,outside_bm25_top1000,995,6,989,0.995,0.00603015075377
uniform_random,17,1000,1000,in_bm25_top1000,7,3,4,0.007,0.428571428571
uniform_random,17,1000,1000,outside_bm25_top1000,993,2,991,0.993,0.00201409869084
uniform_random,18,1000,1000,in_bm25_top1000,5,3,2,0.005,0.6
uniform_random,18,1000,1000,outside_bm25_top1000,995,6,989,0.995,0.00603015075377
uniform_random,19,1000,1000,in_bm25_top1000,6,4,2,0.006,0.666666666667
uniform_random,19,1000,1000,outside_bm25_top1000,994,8,986,0.994,0.00804828973843
uniform_random,20,1000,1000,in_bm25_top1000,8,5,3,0.008,0.625
